Virus Strain Name,Accession_ID,Lineage,Sample_Collection_Date,country,province,city
hCoV-19/Shanghai/SJTU-237101/2022,EPI_ISL_16327650,BQ.1.28,12/11/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237118/2022,EPI_ISL_16327656,BA.5.1.10,12/14/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237126/2022,EPI_ISL_16327658,BE.1.4.2,12/12/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237132/2022,EPI_ISL_16327659,BQ.1.1,12/16/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237142/2022,EPI_ISL_16327661,BN.1.3,12/17/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237149/2022,EPI_ISL_16327664,BN.1.3.1,12/17/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237152/2022,EPI_ISL_16327665,BQ.1.1,12/14/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237163/2022,EPI_ISL_16327666,BQ.1.1,12/9/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237165/2022,EPI_ISL_16327667,BF.5,12/18/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237168/2022,EPI_ISL_16327668,BA.5.2.34,12/15/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237176/2022,EPI_ISL_16327669,BA.5.2,12/9/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237277/2022,EPI_ISL_16327671,BQ.1.1,12/15/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237278/2022,EPI_ISL_16327672,BQ.1.1,12/15/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237280/2022,EPI_ISL_16327673,BQ.1.1,12/14/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237293/2022,EPI_ISL_16327674,BE.1.1,12/14/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237375/2022,EPI_ISL_16327675,BQ.1.12,12/15/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237383/2022,EPI_ISL_16327677,BF.7,12/15/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237385/2022,EPI_ISL_16327678,BA.5.2,12/16/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237395/2022,EPI_ISL_16327679,BA.5.2,12/16/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237401/2022,EPI_ISL_16327681,BF.7,12/14/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237402/2022,EPI_ISL_16327682,BQ.1.23,12/14/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237412/2022,EPI_ISL_16327684,XBB.1,12/21/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237427/2022,EPI_ISL_16327685,BQ.1.8,12/14/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237441/2022,EPI_ISL_16327686,BA.5.2.1,12/17/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237442/2022,EPI_ISL_16327687,BR.2.1,12/16/2022,China,Shanghai,
hCoV-19/Shanghai/SJTU-237682/2022,EPI_ISL_16327689,BQ.1.1,12/22/2022,China,Shanghai,
hCoV-19/Fujian/LY-2610/2022,EPI_ISL_16334605,BA.5.2.48,12/17/2022,China,Fujian,Longyan
hCoV-19/Fujian/LY-2612/2022,EPI_ISL_16334607,BA.5.2.48,12/17/2022,China,Fujian,Longyan
hCoV-19/Fujian/LY-2613/2022,EPI_ISL_16334608,BA.5.2.48,12/17/2022,China,Fujian,Longyan
hCoV-19/Fujian/FPCDCP-1/2022,EPI_ISL_16334609,BA.5.2.48,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-4/2022,EPI_ISL_16334611,BA.5.2.48,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-5/2022,EPI_ISL_16334612,BA.5.2.48,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-11/2022,EPI_ISL_16334613,BA.5.2.49,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-12/2022,EPI_ISL_16334614,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-13/2022,EPI_ISL_16334615,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-14/2022,EPI_ISL_16334616,BF.7.14,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-15/2022,EPI_ISL_16334617,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-17/2022,EPI_ISL_16334618,BF.7.14,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-21/2022,EPI_ISL_16334619,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-22/2022,EPI_ISL_16334620,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-23/2022,EPI_ISL_16334621,BA.5.2.49,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-24/2022,EPI_ISL_16334622,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-25/2022,EPI_ISL_16334623,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-26/2022,EPI_ISL_16334624,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-31/2022,EPI_ISL_16334625,BA.5.2.48,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-32/2022,EPI_ISL_16334626,BA.5.2.48,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-33/2022,EPI_ISL_16334627,BA.5.2.48,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-34/2022,EPI_ISL_16334628,BA.5.2.48,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-35/2022,EPI_ISL_16334629,BF.7.14,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-36/2022,EPI_ISL_16334630,BF.7.14,12/21/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-42/2022,EPI_ISL_16334631,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-44/2022,EPI_ISL_16334632,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Fujian/FPCDCP-45/2022,EPI_ISL_16334633,BA.5.2.48,12/22/2022,China,Fujian,Quanzhou
hCoV-19/Zhejiang/ZPCDCP-HZWAP/2022,EPI_ISL_16337105,BF.7.14,12/21/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-HSXQX/2022,EPI_ISL_16337107,BF.7.14,12/21/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-HSWDM/2022,EPI_ISL_16337110,BF.7.14,12/21/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-ZSSSF/2022,EPI_ISL_16337114,BA.5.2.48,12/14/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-ZSLGP/2022,EPI_ISL_16337115,BA.5.2.49,12/14/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-ZSSQF/2022,EPI_ISL_16337116,BA.5.2.48,12/14/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-JHXYY/2022,EPI_ISL_16337125,BA.5.2.48,12/21/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-JHFC/2022,EPI_ISL_16337142,BA.5.2.48,12/21/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-JHWMJ/2022,EPI_ISL_16337214,BA.5.2.48,12/21/2022,China,Zhejiang,
hCoV-19/Zhejiang/ZPCDCP-JHSAY/2022,EPI_ISL_16337215,BA.5.2.48,12/21/2022,China,Zhejiang,
hCoV-19/Hong Kong/HKU-944/2022,EPI_ISL_16348409,CM.12,12/1/2022,China,Hong Kong,
hCoV-19/Hong Kong/HKU-1002/2022,EPI_ISL_16348467,BA.5.2,12/13/2022,China,Hong Kong,
SARS-CoV-2/human/Beijing/3100/2022,EPI_ISL_16350863,BF.7,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3099/2022,EPI_ISL_16350864,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3101/2022,EPI_ISL_16350865,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3102/2022,EPI_ISL_16350866,BF.7,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3124/2022,EPI_ISL_16350867,BA.5.2,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3125/2022,EPI_ISL_16350868,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3127/2022,EPI_ISL_16350869,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3128/2022,EPI_ISL_16350870,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3129/2022,EPI_ISL_16350871,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3130/2022,EPI_ISL_16350872,BA.5.2,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3131/2022,EPI_ISL_16350874,BA.5.2,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3133/2022,EPI_ISL_16350875,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3135/2022,EPI_ISL_16350876,BA.5.2,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3136/2022,EPI_ISL_16350877,BA.5.2,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3137/2022,EPI_ISL_16350878,BA.5.2,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3138/2022,EPI_ISL_16350879,BA.5.2,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3139/2022,EPI_ISL_16350880,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3140/2022,EPI_ISL_16350881,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3141/2022,EPI_ISL_16350882,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3143/2022,EPI_ISL_16350884,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3134/2022,EPI_ISL_16350885,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3126/2022,EPI_ISL_16350886,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3158/2022,EPI_ISL_16350887,BF.7,12/8/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3144/2022,EPI_ISL_16350888,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3145/2022,EPI_ISL_16350889,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3146/2022,EPI_ISL_16350890,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3147/2022,EPI_ISL_16350891,BA.5.2,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3148/2022,EPI_ISL_16350892,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3149/2022,EPI_ISL_16350893,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3150/2022,EPI_ISL_16350894,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3152/2022,EPI_ISL_16350895,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3153/2022,EPI_ISL_16350896,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3154/2022,EPI_ISL_16350897,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3155/2022,EPI_ISL_16350898,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3157/2022,EPI_ISL_16350899,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3156/2022,EPI_ISL_16350900,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3159/2022,EPI_ISL_16350901,BA.5.1,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3173/2022,EPI_ISL_16350902,BA.5.2,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3162/2022,EPI_ISL_16350903,BA.5.2.1,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3161/2022,EPI_ISL_16350904,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3174/2022,EPI_ISL_16350905,BA.5.2,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3178/2022,EPI_ISL_16350906,BA.5.2,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3177/2022,EPI_ISL_16350907,BF.7,12/9/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3166/2022,EPI_ISL_16350908,BA.5.2,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3163/2022,EPI_ISL_16350909,BF.7,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3167/2022,EPI_ISL_16350910,BF.7,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3171/2022,EPI_ISL_16350911,BF.7,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3168/2022,EPI_ISL_16350912,BF.7,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3165/2022,EPI_ISL_16350913,BF.7,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3169/2022,EPI_ISL_16350914,BF.7,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3181/2022,EPI_ISL_16350915,BA.5.2,12/11/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3180/2022,EPI_ISL_16350916,BF.7,12/12/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3179/2022,EPI_ISL_16350917,BF.7,12/12/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3182/2022,EPI_ISL_16350918,BF.7,12/12/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3172/2022,EPI_ISL_16350919,BF.7,12/13/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3175/2022,EPI_ISL_16350920,BF.7,12/13/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3176/2022,EPI_ISL_16350921,BF.7,12/13/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3183/2022,EPI_ISL_16350922,BA.5.1,12/13/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3184/2022,EPI_ISL_16350923,BA.5.2,12/14/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3188/2022,EPI_ISL_16350924,BF.7,12/15/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3186/2022,EPI_ISL_16350925,BF.7,12/15/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3187/2022,EPI_ISL_16350926,BF.7,12/15/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3185/2022,EPI_ISL_16350927,BF.7,12/15/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3209/2022,EPI_ISL_16350928,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3210/2022,EPI_ISL_16350929,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3211/2022,EPI_ISL_16350930,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3212/2022,EPI_ISL_16350931,BA.5.1,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3213/2022,EPI_ISL_16350932,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3214/2022,EPI_ISL_16350933,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3215/2022,EPI_ISL_16350934,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3216/2022,EPI_ISL_16350935,BA.5.2.1,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3218/2022,EPI_ISL_16350936,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3217/2022,EPI_ISL_16350937,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3219/2022,EPI_ISL_16350938,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3220/2022,EPI_ISL_16350939,BA.5.2,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3221/2022,EPI_ISL_16350940,BA.5.2.1,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3222/2022,EPI_ISL_16350941,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3223/2022,EPI_ISL_16350942,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3224/2022,EPI_ISL_16350943,BA.5.1,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3225/2022,EPI_ISL_16350944,BF.7,12/20/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3086/2022,EPI_ISL_16350946,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3087/2022,EPI_ISL_16350947,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3088/2022,EPI_ISL_16350948,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3089/2022,EPI_ISL_16350949,BF.7,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3091/2022,EPI_ISL_16350950,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3092/2022,EPI_ISL_16350951,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3090/2022,EPI_ISL_16350952,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3094/2022,EPI_ISL_16350953,BF.7,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3093/2022,EPI_ISL_16350954,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3095/2022,EPI_ISL_16350955,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3096/2022,EPI_ISL_16350956,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3097/2022,EPI_ISL_16350957,BA.5.2,12/1/2022,China,Beijing,
SARS-CoV-2/human/Beijing/3098/2022,EPI_ISL_16350958,BF.7,12/1/2022,China,Beijing,
hCoV-19/Chongqing/WZCDC-003/2022,EPI_ISL_16355926,BA.5.2.48,12/26/2022,China,Chongqing,
hCoV-19/Hong Kong/VZ22362974/2022,EPI_ISL_16376633,CH.1.1.3,12/25/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362946/2022,EPI_ISL_16376634,CH.1.1.3,12/26/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362943/2022,EPI_ISL_16376635,CH.1.1.3,12/26/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362803/2022,EPI_ISL_16376636,CH.1.1.3,12/26/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362774/2022,EPI_ISL_16376637,CH.1.1.3,12/25/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362770/2022,EPI_ISL_16376638,CH.1.1.3,12/25/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362376/2022,EPI_ISL_16376639,CH.1.1.3,12/22/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362138/2022,EPI_ISL_16376640,CH.1.1.3,12/21/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362093/2022,EPI_ISL_16376641,CH.1.1.3,12/21/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361961/2022,EPI_ISL_16376642,CH.1.1.3,12/21/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361857/2022,EPI_ISL_16376643,CH.1.1.3,12/19/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361777/2022,EPI_ISL_16376644,CH.1.1.3,12/19/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361769/2022,EPI_ISL_16376645,CH.1.1.3,12/18/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361643/2022,EPI_ISL_16376646,CH.1.1.3,12/18/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361538/2022,EPI_ISL_16376647,CH.1.1.3,12/17/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361498/2022,EPI_ISL_16376648,CH.1.1.3,12/17/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361472/2022,EPI_ISL_16376649,CH.1.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361381/2022,EPI_ISL_16376650,CH.1.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361348/2022,EPI_ISL_16376651,BR.2.1,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361337/2022,EPI_ISL_16376652,CH.1.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361225/2022,EPI_ISL_16376653,CH.1.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361185/2022,EPI_ISL_16376654,CH.1.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361162/2022,EPI_ISL_16376655,CH.1.1.3,12/14/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361139/2022,EPI_ISL_16376656,CH.1.1.3,12/14/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361079/2022,EPI_ISL_16376657,CH.1.1.3,12/14/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360971/2022,EPI_ISL_16376658,CH.1.1.3,12/14/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360868/2022,EPI_ISL_16376659,CH.1.1.3,12/13/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360808/2022,EPI_ISL_16376660,CH.1.1.3,12/13/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360692/2022,EPI_ISL_16376661,CH.1.1.3,12/11/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360614/2022,EPI_ISL_16376662,CH.1.1.3,12/11/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360519/2022,EPI_ISL_16376663,CH.1.1.3,12/10/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360206/2022,EPI_ISL_16376664,CH.1.1.3,12/8/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360156/2022,EPI_ISL_16376665,CH.1.1.3,12/9/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360056/2022,EPI_ISL_16376666,CH.1.1.3,12/8/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22298309/2022,EPI_ISL_16376668,CH.1.1.3,12/13/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22302467/2022,EPI_ISL_16376670,CH.1.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22302462/2022,EPI_ISL_16376671,CH.1.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22299718/2022,EPI_ISL_16376673,BN.1.3,12/14/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22302511/2022,EPI_ISL_16376674,CH.1.1.3,12/18/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22297571/2022,EPI_ISL_16376676,BN.1.3,12/12/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22305063/2022,EPI_ISL_16376679,CH.1.1.3,12/17/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22302016/2022,EPI_ISL_16376680,BN.1.3,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22301498/2022,EPI_ISL_16376681,BN.1.2,12/15/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22301497/2022,EPI_ISL_16376682,BN.1.2,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22305055/2022,EPI_ISL_16376683,CH.1.1.3,12/13/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22303706/2022,EPI_ISL_16376684,BN.1.3,12/20/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22303703/2022,EPI_ISL_16376685,BN.1.2,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22300157/2022,EPI_ISL_16376688,CH.1.1.3,12/14/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22304134/2022,EPI_ISL_16376691,BN.1.3.1,12/18/2022,China,Hong Kong,
hCoV-19/Hong Kong/VK22304128/2022,EPI_ISL_16376692,CH.1.1.3,12/8/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362959/2022,EPI_ISL_16376695,BA.5.2.6,12/26/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362796/2022,EPI_ISL_16376696,BF.7.14,12/26/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362379/2022,EPI_ISL_16376697,BA.5.2.13,12/22/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22362329/2022,EPI_ISL_16376698,BQ.1.1,12/22/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361925/2022,EPI_ISL_16376700,BQ.1.1,12/19/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361837/2022,EPI_ISL_16376701,BF.7.14,12/19/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361710/2022,EPI_ISL_16376702,BQ.1.1.14,12/19/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361652/2022,EPI_ISL_16376703,BQ.1.1.14,12/18/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361630/2022,EPI_ISL_16376704,BQ.1.1,12/18/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361415/2022,EPI_ISL_16376705,BQ.1.1.14,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361313/2022,EPI_ISL_16376706,BQ.1.1.4,12/16/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22361025/2022,EPI_ISL_16376708,BQ.1.1,12/14/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360939/2022,EPI_ISL_16376709,BQ.1.1.14,12/13/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360834/2022,EPI_ISL_16376710,BA.5.2.6,12/13/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360745/2022,EPI_ISL_16376711,BF.7,12/12/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360684/2022,EPI_ISL_16376712,BQ.1.1.14,12/12/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360493/2022,EPI_ISL_16376717,BQ.1.1.14,12/10/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360487/2022,EPI_ISL_16376718,BQ.1.1.14,12/10/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360408/2022,EPI_ISL_16376719,BQ.1.1.14,12/9/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360401/2022,EPI_ISL_16376720,BQ.1.1.14,12/9/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360338/2022,EPI_ISL_16376721,BQ.1.1.14,12/9/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360319/2022,EPI_ISL_16376722,BF.7,12/10/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360295/2022,EPI_ISL_16376723,BQ.1.1.14,12/9/2022,China,Hong Kong,
hCoV-19/Hong Kong/VZ22360146/2022,EPI_ISL_16376724,BQ.1.1.14,12/9/2022,China,Hong Kong,
