Virus_Strain_Name	Accession_ID	Lineage	Sample_Collection_Date	country	province	city	merged_lineage	date
hCoV-19/Henan/JZCDC-142/2023	EPI_ISL_18300571	FL.4	7/29/2023	China	Henan	Jiaozuo	XBB.1.9.1*	7/29/2023
hCoV-19/Henan/JZCDC-139/2023	EPI_ISL_18300568	FL.4	7/23/2023	China	Henan	Jiaozuo	XBB.1.9.1*	7/23/2023
hCoV-19/Guizhou/GZSCDC-TR-09-015/2023	EPI_ISL_18300563	HK.3	9/6/2023	China	Guizhou		EG.5.1*	9/6/2023
hCoV-19/Guizhou/GZSCDC-TR-09-014/2023	EPI_ISL_18300562	HK.27.1	9/6/2023	China	Guizhou		EG.5.1*	9/6/2023
hCoV-19/Guizhou/GZSCDC-QN09-010/2023	EPI_ISL_18300560	HK.27.1	9/6/2023	China	Guizhou		EG.5.1*	9/6/2023
hCoV-19/Shanxi/SZCDC-SZ099/2023	EPI_ISL_18292668	HK.3.1	9/12/2023	China	Shanxi		EG.5.1*	9/12/2023
hCoV-19/Shanxi/SZCDC-SZ097/2023	EPI_ISL_18292666	HK.27.1	9/11/2023	China	Shanxi		EG.5.1*	9/11/2023
hCoV-19/Shanxi/SZCDC-SZ092/2023	EPI_ISL_18292661	HK.23.1	9/11/2023	China	Shanxi		EG.5.1*	9/11/2023
hCoV-19/Anhui/HSCDC-85/2023	EPI_ISL_18292651	GY.6	6/26/2023	China	Anhui		XBB.1.16*	6/26/2023
hCoV-19/Anhui/HSCDC-82/2023	EPI_ISL_18292648	FY.3.3	6/20/2023	China	Anhui		XBB.1.22.1*	6/20/2023
hCoV-19/Anhui/HSCDC-77/2023	EPI_ISL_18292643	FU.1	6/22/2023	China	Anhui		XBB.1.16*	6/22/2023
hCoV-19/Anhui/HSCDC-76/2023	EPI_ISL_18292642	GF.1	7/10/2023	China	Anhui		XBB.1.5*	7/10/2023
hCoV-19/Henan/XYCDC-0281/2023	EPI_ISL_18289923	FU.1	8/4/2023	China	Henan		XBB.1.16*	8/4/2023
hCoV-19/Henan/XYCDC-0272/2023	EPI_ISL_18289918	FY.3.1	8/3/2023	China	Henan		XBB.1.22.1*	8/3/2023
hCoV-19/Henan/XYCDC-0271/2023	EPI_ISL_18289917	FL.4	8/3/2023	China	Henan		XBB.1.9.1*	8/3/2023
hCoV-19/Henan/XYCDC-0282/2023	EPI_ISL_18289912	FU.1	8/5/2023	China	Henan		XBB.1.16*	8/5/2023
hCoV-19/Henan/XYCDC-0277/2023	EPI_ISL_18289911	FY.3.1	8/7/2023	China	Henan		XBB.1.22.1*	8/7/2023
hCoV-19/Gansu/PLCDC-0175/2023	EPI_ISL_18289906	FL.2	9/13/2023	China	Gansu	Pingliang	XBB.1.9.1*	9/13/2023
hCoV-19/Gansu/PLCDC-0171/2023	EPI_ISL_18289902	EG.5.1.1	9/13/2023	China	Gansu	Pingliang	EG.5.1*	9/13/2023
hCoV-19/Gansu/PLCDC-0170/2023	EPI_ISL_18289901	HK.3	9/13/2023	China	Gansu	Pingliang	EG.5.1*	9/13/2023
hCoV-19/Anhui/BZCDC-134/2023	EPI_ISL_18289818	FY.3.1	8/14/2023	China	Anhui	Bozhou	XBB.1.22.1*	8/14/2023
hCoV-19/Sichuan/ZGCDC-zgxg390/2023	EPI_ISL_18285070	HK.3	9/11/2023	China	Sichuan	Zigong	EG.5.1*	9/11/2023
hCoV-19/Sichuan/ZGCDC-zgxg386/2023	EPI_ISL_18285066	HK.3	9/3/2023	China	Sichuan	Zigong	EG.5.1*	9/3/2023
hCoV-19/Sichuan/ZGCDC-zgxg383/2023	EPI_ISL_18285063	FY.3.1	9/3/2023	China	Sichuan	Zigong	XBB.1.22.1*	9/3/2023
hCoV-19/Sichuan/YBCDC-XGCX395/2023	EPI_ISL_18285055	HK.8.1	9/1/2023	China	Sichuan	Yibin	EG.5.1*	9/1/2023
hCoV-19/Shanghai/SCDC-XG09-13445/2023	EPI_ISL_18284956	HK.8.1	8/30/2023	China	Shanghai		EG.5.1*	8/30/2023
hCoV-19/Shanghai/SCDC-XG09-13402/2023	EPI_ISL_18284923	HK.3	9/6/2023	China	Shanghai		EG.5.1*	9/6/2023
hCoV-19/Shanghai/SCDC-839/2023	EPI_ISL_18284903	FL.15	9/11/2023	China	Shanghai		XBB.1.9.1*	9/11/2023
hCoV-19/Shanghai/SCDC-830/2023	EPI_ISL_18284895	XBB.1.16.26	9/9/2023	China	Shanghai		XBB.1.16*	9/9/2023
hCoV-19/Shanghai/SCDC-829/2023	EPI_ISL_18284894	XBB.1.16.26	9/9/2023	China	Shanghai		XBB.1.16*	9/9/2023
hCoV-19/Shanghai/SCDC-jzx181/2023	EPI_ISL_18284874	HK.3	8/31/2023	China	Shanghai		EG.5.1*	8/31/2023
hCoV-19/Shanghai/SCDC-HG0912-3521/2023	EPI_ISL_18284860	HK.1.2	9/10/2023	China	Shanghai		EG.5.1*	9/10/2023
hCoV-19/Shanghai/SCDC-HG0912-3509/2023	EPI_ISL_18284852	FL.15	9/10/2023	China	Shanghai		XBB.1.9.1*	9/10/2023
hCoV-19/Shanghai/SCDC-HG0912-3498/2023	EPI_ISL_18284845	GK.1.1	9/10/2023	China	Shanghai		Others	9/10/2023
hCoV-19/Shanghai/SCDC-HG0909-3476/2023	EPI_ISL_18284828	EG.6.1.2	9/7/2023	China	Shanghai		Others	9/7/2023
hCoV-19/Shanghai/SCDC-HG0909-3462/2023	EPI_ISL_18284816	HK.8.1	9/7/2023	China	Shanghai		EG.5.1*	9/7/2023
hCoV-19/Hubei/HCDC-XG2882/2023	EPI_ISL_18284755	HK.3	8/21/2023	China	Hubei	Xiaogan	EG.5.1*	8/21/2023
hCoV-19/Hubei/HCDC-JM2892/2023	EPI_ISL_18284722	HK.3.1	8/27/2023	China	Hubei	Jingmen	EG.5.1*	8/27/2023
hCoV-19/Sichuan/GYCDC-CX205/2023	EPI_ISL_18284704	FY.3.2	8/15/2023	China	Sichuan	Guangyuan	XBB.1.22.1*	8/15/2023
hCoV-19/Sichuan/CDSCDC-19-CX3130/2023	EPI_ISL_18284677	HK.27.1.1	9/10/2023	China	Sichuan	Chengdu	EG.5.1*	9/10/2023
hCoV-19/Anhui/TLCDC-CX038/2023	EPI_ISL_18277172	FY.3.1	7/31/2023	China	Anhui		XBB.1.22.1*	7/31/2023
hCoV-19/Anhui/TLCDC-CX037/2023	EPI_ISL_18277171	HK.3	7/31/2023	China	Anhui		EG.5.1*	7/31/2023
hCoV-19/Anhui/TLCDC-CX034/2023	EPI_ISL_18277168	HK.3	7/31/2023	China	Anhui		EG.5.1*	7/31/2023
hCoV-19/Fujian/FCDC-QZ09S016/2023	EPI_ISL_18277160	HK.3.9	9/11/2023	China	Fujian	Quanzhou	EG.5.1*	9/11/2023
hCoV-19/Fujian/FCDC-ND1765/2023	EPI_ISL_18277137	FY.3.2	8/22/2023	China	Fujian	Ningde	XBB.1.22.1*	8/22/2023
hCoV-19/Taiwan/CDC-F79486/2023	EPI_ISL_18272764	XBF.7	4/11/2023	China	Taiwan		Others	4/11/2023
hCoV-19/Taiwan/CDC-F79491/2023	EPI_ISL_18272739	EG.1	4/10/2023	China	Taiwan		Others	4/10/2023
hCoV-19/Shanghai/SCDC-814/2023	EPI_ISL_18268365	HK.3	9/4/2023	China	Shanghai		EG.5.1*	9/4/2023
hCoV-19/Shanghai/SCDC-HG0907-3451/2023	EPI_ISL_18268339	GK.1.1	9/5/2023	China	Shanghai		Others	9/5/2023
hCoV-19/Shanghai/SCDC-HG0907-3448/2023	EPI_ISL_18268336	EG.1	9/5/2023	China	Shanghai		Others	9/5/2023
hCoV-19/Shanghai/SCDC-HG0907-3447/2023	EPI_ISL_18268335	GJ.5	9/5/2023	China	Shanghai		Others	9/5/2023
hCoV-19/Shanghai/SCDC-HG0907-3442/2023	EPI_ISL_18268331	HK.3	9/5/2023	China	Shanghai		EG.5.1*	9/5/2023
hCoV-19/Shanghai/SCDC-HG0906-3437/2023	EPI_ISL_18268326	GK.1.1	9/4/2023	China	Shanghai		Others	9/4/2023
hCoV-19/Shanghai/SCDC-HG0906-3433/2023	EPI_ISL_18268325	EG.1.6	9/4/2023	China	Shanghai		Others	9/4/2023
hCoV-19/Shanghai/SCDC-HG0905-3429/2023	EPI_ISL_18268323	HV.1	9/3/2023	China	Shanghai		EG.5.1*	9/3/2023
hCoV-19/Qinghai/QHCDC-ETYY-350/2023	EPI_ISL_18268243	EG.5.1.1	9/10/2023	China	Qinghai		EG.5.1*	9/10/2023
hCoV-19/Hubei/HCDC-SY2865/2023	EPI_ISL_18268159	FY.3.3	9/4/2023	China	Hubei	Shiyan	XBB.1.22.1*	9/4/2023
hCoV-19/Hubei/HCDC-SY2761/2023	EPI_ISL_18254237	HK.32	8/26/2023	China	Hubei	Shiyan	EG.5.1*	8/26/2023
hCoV-19/Hubei/HCDC-SY2760/2023	EPI_ISL_18254230	HK.32	8/26/2023	China	Hubei	Shiyan	EG.5.1*	8/26/2023
hCoV-19/Hubei/HCDC-HS2776/2023	EPI_ISL_18254200	FY.3	9/3/2023	China	Hubei	Huangshi	XBB.1.22.1*	9/3/2023
hCoV-19/Gansu/TSCDC-090415/2023	EPI_ISL_18254165	FY.3	8/29/2023	China	Gansu	Tianshui	XBB.1.22.1*	8/29/2023
hCoV-19/Gansu/TSCDC-090414/2023	EPI_ISL_18254164	XBB.1.5	8/30/2023	China	Gansu	Tianshui	XBB.1.5*	8/30/2023
hCoV-19/Gansu/TSCDC-090412/2023	EPI_ISL_18254162	FL.2	8/30/2023	China	Gansu	Tianshui	XBB.1.9.1*	8/30/2023
hCoV-19/Gansu/TSCDC-090411/2023	EPI_ISL_18254161	FY.3	8/29/2023	China	Gansu	Tianshui	XBB.1.22.1*	8/29/2023
hCoV-19/Gansu/TSCDC-090410/2023	EPI_ISL_18254160	XBB.1.5	8/30/2023	China	Gansu	Tianshui	XBB.1.5*	8/30/2023
hCoV-19/Sichuan/YBCDC-XGCX384/2023	EPI_ISL_18246360	FY.3.3	8/20/2023	China	Sichuan	Yibin	XBB.1.22.1*	8/20/2023
hCoV-19/Sichuan/YBCDC-XGCX379/2023	EPI_ISL_18246359	HK.8.1	8/21/2023	China	Sichuan	Yibin	EG.5.1*	8/21/2023
hCoV-19/Sichuan/MSCDC-11-2/2023	EPI_ISL_18246322	HK.3	8/19/2023	China	Sichuan	Meishan	EG.5.1*	8/19/2023
hCoV-19/Sichuan/MSCDC-5-3/2023	EPI_ISL_18246320	FY.3.2	8/9/2023	China	Sichuan	Meishan	XBB.1.22.1*	8/9/2023
hCoV-19/Sichuan/LSCDC-0906-5/2023	EPI_ISL_18246302	FY.3	8/9/2023	China	Sichuan	Liangshan	XBB.1.22.1*	8/9/2023
hCoV-19/Sichuan/GYCDC-CX195/2023	EPI_ISL_18246293	FY.3.1	8/29/2023	China	Sichuan	Guangyuan	XBB.1.22.1*	8/29/2023
hCoV-19/Sichuan/GYCDC-CX194/2023	EPI_ISL_18246288	HK.3	8/25/2023	China	Sichuan	Guangyuan	EG.5.1*	8/25/2023
hCoV-19/Sichuan/CDCDC-19-CX3050/2023	EPI_ISL_18246277	EG.5.1.1	9/1/2023	China	Sichuan	Chengdu	EG.5.1*	9/1/2023
hCoV-19/Sichuan/CDCDC-19-CX3028/2023	EPI_ISL_18246269	XBB.1.16.26	9/4/2023	China	Sichuan	Chengdu	XBB.1.16*	9/4/2023
hCoV-19/Sichuan/CDCDC-19-CX2997/2023	EPI_ISL_18246252	HK.27.1.1	8/27/2023	China	Sichuan	Chengdu	EG.5.1*	8/27/2023
hCoV-19/Fujian/FCDC-QZ09S003/2023	EPI_ISL_18245852	HK.3	8/29/2023	China	Fujian	Quanzhou	EG.5.1*	8/29/2023
hCoV-19/Fujian/FCDC-LY1833/2023	EPI_ISL_18245835	FY.3.2	9/3/2023	China	Fujian	Longyan	XBB.1.22.1*	9/3/2023
hCoV-19/Fujian/FCDC-FZCX0223/2023	EPI_ISL_18245833	HK.3	8/29/2023	China	Fujian	Fuzhou	EG.5.1*	8/29/2023
hCoV-19/Fujian/FCDC-FZCX0234/2023	EPI_ISL_18245830	FY.3.1	9/2/2023	China	Fujian	Fuzhou	XBB.1.22.1*	9/2/2023
hCoV-19/Yunnan/YNCDC-2483/2023	EPI_ISL_18241564	XBB.1.42.2	8/22/2023	China	Yunnan		Others	8/22/2023
hCoV-19/Yunnan/YNCDC-2423/2023	EPI_ISL_18241542	FY.3.3	8/15/2023	China	Yunnan		XBB.1.22.1*	8/15/2023
hCoV-19/Yunnan/YNCDC-2479/2023	EPI_ISL_18241540	FY.3.1	8/17/2023	China	Yunnan		XBB.1.22.1*	8/17/2023
hCoV-19/Yunnan/YNCDC-2437/2023	EPI_ISL_18241509	FY.3.1	8/20/2023	China	Yunnan		XBB.1.22.1*	8/20/2023
hCoV-19/Yunnan/YNCDC-2499/2023	EPI_ISL_18241461	FY.3.3	8/25/2023	China	Yunnan		XBB.1.22.1*	8/25/2023
hCoV-19/Yunnan/YNCDC-2488/2023	EPI_ISL_18241459	FY.3.1	8/2/2023	China	Yunnan		XBB.1.22.1*	8/2/2023
hCoV-19/Yunnan/YNCDC-2527/2023	EPI_ISL_18241453	FL.15	8/17/2023	China	Yunnan		XBB.1.9.1*	8/17/2023
hCoV-19/Yunnan/YNCDC-2458/2023	EPI_ISL_18241449	HK.27.1	8/16/2023	China	Yunnan		EG.5.1*	8/16/2023
hCoV-19/Gansu/BYCDC184/2023	EPI_ISL_18241445	HK.3	8/30/2023	China	Gansu	Baiyin	EG.5.1*	8/30/2023
hCoV-19/Gansu/BYCDC171/2023	EPI_ISL_18241432	FY.3.2	8/28/2023	China	Gansu	Baiyin	XBB.1.22.1*	8/28/2023
hCoV-19/Gansu/BYCDC169/2023	EPI_ISL_18241430	FY.3.2	8/28/2023	China	Gansu	Baiyin	XBB.1.22.1*	8/28/2023
hCoV-19/Taiwan/NCKUH-061023001856/2023	EPI_ISL_18237062	FY.2	7/4/2023	China	Taiwan	Tainan	XBB.1.22.1*	7/4/2023
hCoV-19/Taiwan/NCKUH-061023001846/2023	EPI_ISL_18237060	FY.2	7/4/2023	China	Taiwan	Tainan	XBB.1.22.1*	7/4/2023
hCoV-19/Sichuan/YBCDC-XGCX359/2023	EPI_ISL_18232764	XBB.1.16.1	7/30/2023	China	Sichuan	Yibin	XBB.1.16*	7/30/2023
hCoV-19/Sichuan/YBCDC-XGCX365/2023	EPI_ISL_18232753	HK.8.1	8/1/2023	China	Sichuan	Yibin	EG.5.1*	8/1/2023
hCoV-19/Sichuan/DYCDC-0149/2023	EPI_ISL_18232705	EG.5.1.1	8/14/2023	China	Sichuan	Deyang	EG.5.1*	8/14/2023
hCoV-19/Sichuan/CDCDC-19-CX2742/2023	EPI_ISL_18232699	FY.3.3	8/12/2023	China	Sichuan	Chengdu	XBB.1.22.1*	8/12/2023
hCoV-19/Shanghai/SCDC-HG0831-3372/2023	EPI_ISL_18232654	FL.10.1	8/29/2023	China	Shanghai		XBB.1.9.1*	8/29/2023
hCoV-19/Shanghai/SCDC-XG08-12685/2023	EPI_ISL_18232560	FL.15.2	8/19/2023	China	Shanghai		XBB.1.9.1*	8/19/2023
hCoV-19/Taiwan/CDC-W31814/2023	EPI_ISL_18217860	EG.5.1.1	8/19/2023	China	Taiwan		EG.5.1*	8/19/2023
hCoV-19/Taiwan/CDC-F87937/2023	EPI_ISL_18217851	FL.15	8/19/2023	China	Taiwan		XBB.1.9.1*	8/19/2023
hCoV-19/Taiwan/CDC-F87871/2023	EPI_ISL_18217841	FL.15	8/16/2023	China	Taiwan		XBB.1.9.1*	8/16/2023
hCoV-19/Taiwan/CDC-F87818/2023	EPI_ISL_18217836	FL.1.5	8/16/2023	China	Taiwan		XBB.1.9.1*	8/16/2023
hCoV-19/Hubei/HCDC-XY2705/2023	EPI_ISL_18217239	FY.3.1	8/23/2023	China	Hubei	Xiangyang	XBB.1.22.1*	8/23/2023
hCoV-19/Henan/XXCDC-072701/2023	EPI_ISL_18217163	FU.1	7/12/2023	China	Henan		XBB.1.16*	7/12/2023
hCoV-19/Henan/XXCDC-070802/2023	EPI_ISL_18217162	XBB.1.16.1	7/14/2023	China	Henan		XBB.1.16*	7/14/2023
hCoV-19/Henan/XXCDC-053101/2023	EPI_ISL_18217156	XBB.1.22	5/24/2023	China	Henan		Others	5/24/2023
hCoV-19/Henan/XXCDC-053105/2023	EPI_ISL_18217155	XBB.1.5	5/19/2023	China	Henan		XBB.1.5*	5/19/2023
hCoV-19/Henan/XXCDC-053116/2023	EPI_ISL_18217146	XBB.1.42.2	5/29/2023	China	Henan		Others	5/29/2023
hCoV-19/Henan/XXCDC-053114/2023	EPI_ISL_18217145	XBB.1.9.2	5/29/2023	China	Henan		Others	5/29/2023
hCoV-19/Henan/XXCDC-070306/2023	EPI_ISL_18217144	FY.3.3	7/5/2023	China	Henan		XBB.1.22.1*	7/5/2023
hCoV-19/Henan/XXCDC-053115/2023	EPI_ISL_18217142	FY.3.1	5/29/2023	China	Henan		XBB.1.22.1*	5/29/2023
hCoV-19/Henan/XXCDC-053112/2023	EPI_ISL_18217137	FY.3.1	5/29/2023	China	Henan		XBB.1.22.1*	5/29/2023
hCoV-19/Henan/XXCDC-053104/2023	EPI_ISL_18217135	XBB.1.5	5/19/2023	China	Henan		XBB.1.5*	5/19/2023
hCoV-19/Guizhou/GZCDC-QDNCX0123/2023	EPI_ISL_18217118	HK.3	8/5/2023	China	Guizhou		EG.5.1*	8/5/2023
hCoV-19/Taiwan/CDC-F79846/2023	EPI_ISL_18214559	BN.1.3	4/11/2023	China	Taiwan		BA.2.75*	4/11/2023
hCoV-19/Taiwan/CDC-F80015/2023	EPI_ISL_18214470	BN.1.2.7	4/15/2023	China	Taiwan		BA.2.75*	4/15/2023
hCoV-19/Taiwan/CDC-F79915/2023	EPI_ISL_18214466	BN.1.3.13	4/14/2023	China	Taiwan		BA.2.75*	4/14/2023
hCoV-19/Henan/JZCDC-133/2023	EPI_ISL_18213325	FU.1	7/14/2023	China	Henan	Jiaozuo	XBB.1.16*	7/14/2023
hCoV-19/Henan/JZCDC-136/2023	EPI_ISL_18213319	XBB.1.16.1	7/16/2023	China	Henan	Jiaozuo	XBB.1.16*	7/16/2023
hCoV-19/Henan/XXCDC-060715/2023	EPI_ISL_18213301	FR.1.4	6/4/2023	China	Henan		BA.2.75*	6/4/2023
hCoV-19/Henan/XXCDC-062006/2023	EPI_ISL_18213287	HL.2	6/13/2023	China	Henan		Others	6/13/2023
hCoV-19/Henan/XXCDC-062010/2023	EPI_ISL_18213275	HL.2	6/17/2023	China	Henan		Others	6/17/2023
hCoV-19/Guizhou/GZSCDC-ZY-08-9/2023	EPI_ISL_18213263	EG.5.1.1	8/12/2023	China	Guizhou		EG.5.1*	8/12/2023
hCoV-19/Guizhou/GZSCDC-0819001/2023	EPI_ISL_18213255	EG.5.1.1	8/19/2023	China	Guizhou		EG.5.1*	8/19/2023
hCoV-19/Fujian/FCDC-ZP13/2023	EPI_ISL_18213254	FY.3.1	8/26/2023	China	Fujian	Zhangzhou	XBB.1.22.1*	8/26/2023
hCoV-19/Fujian/FCDC-LY1767/2023	EPI_ISL_18213227	FY.3.2	8/29/2023	China	Fujian	Longyan	XBB.1.22.1*	8/29/2023
hCoV-19/Fujian/FCDC-FZCX0194/2023	EPI_ISL_18213223	FY.3	8/22/2023	China	Fujian	Fuzhou	XBB.1.22.1*	8/22/2023
hCoV-19/Fujian/FCDC-XM082305HG/2023	EPI_ISL_18213211	HF.1	8/24/2023	China	Fujian		XBB.1.16*	8/24/2023
hCoV-19/Henan/ZMDCDC-241/2023	EPI_ISL_18208674	EG.5.1.1	8/1/2023	China	Henan	Zhumadian	EG.5.1*	8/1/2023
hCoV-19/Henan/ZMDCDC-239/2023	EPI_ISL_18208673	FY.3.1	7/29/2023	China	Henan	Zhumadian	XBB.1.22.1*	7/29/2023
hCoV-19/Henan/ZMDCDC-238/2023	EPI_ISL_18208672	EG.5.1.1	8/1/2023	China	Henan	Zhumadian	EG.5.1*	8/1/2023
hCoV-19/Henan/ZMDCDC-232/2023	EPI_ISL_18208667	FL.4	7/26/2023	China	Henan	Zhumadian	XBB.1.9.1*	7/26/2023
hCoV-19/Henan/ZMDCDC-230/2023	EPI_ISL_18208665	FY.3.1	7/15/2023	China	Henan	Zhumadian	XBB.1.22.1*	7/15/2023
hCoV-19/Shanghai/SCDC-XG08-12615/2023	EPI_ISL_18208631	JL.1	8/15/2023	China	Shanghai		BA.2.75*	8/15/2023
hCoV-19/Shanghai/SCDC-XG08-12438/2023	EPI_ISL_18208569	FL.15.2	8/15/2023	China	Shanghai		XBB.1.9.1*	8/15/2023
hCoV-19/Shanghai/SCDC-XG08-12389/2023	EPI_ISL_18208547	GF.1	8/14/2023	China	Shanghai		XBB.1.5*	8/14/2023
hCoV-19/Shanghai/SCDC-XG08-12317/2023	EPI_ISL_18208520	FE.1.1	8/16/2023	China	Shanghai		Others	8/16/2023
hCoV-19/Shanghai/SCDC-754/2023	EPI_ISL_18208478	HK.3	8/15/2023	China	Shanghai		EG.5.1*	8/15/2023
hCoV-19/Shanghai/SCDC-0827-3308/2023	EPI_ISL_18208450	HK.3	8/25/2023	China	Shanghai		EG.5.1*	8/25/2023
hCoV-19/Shanghai/SCDC-0823-3236/2023	EPI_ISL_18208395	HK.3	8/21/2023	China	Shanghai		EG.5.1*	8/21/2023
hCoV-19/Shanghai/SCDC-0821-3218/2023	EPI_ISL_18208381	FL.15	8/19/2023	China	Shanghai		XBB.1.9.1*	8/19/2023
hCoV-19/Henan/XYCDC-0258/2023	EPI_ISL_18208337	XBB.1.16.1	7/21/2023	China	Henan		XBB.1.16*	7/21/2023
hCoV-19/Henan/XYCDC-0248/2023	EPI_ISL_18208327	FY.3	7/19/2023	China	Henan		XBB.1.22.1*	7/19/2023
hCoV-19/Henan/XYCDC-0247/2023	EPI_ISL_18208326	HK.17	7/22/2023	China	Henan		EG.5.1*	7/22/2023
hCoV-19/Taiwan/CDC-W27026/2023	EPI_ISL_18208091	BN.1.3.13	5/17/2023	China	Taiwan		BA.2.75*	5/17/2023
hCoV-19/Taiwan/CDC-W29125/2023	EPI_ISL_18208076	FY.2	6/26/2023	China	Taiwan		XBB.1.22.1*	6/26/2023
hCoV-19/Taiwan/CDC-F85726/2023	EPI_ISL_18208071	FY.2.1	6/27/2023	China	Taiwan		XBB.1.22.1*	6/27/2023
hCoV-19/Taiwan/CDC-F85486/2023	EPI_ISL_18208069	FL.15	6/23/2023	China	Taiwan		XBB.1.9.1*	6/23/2023
hCoV-19/Taiwan/CDC-F86977/2023	EPI_ISL_18207988	XBB.2.3.19	7/22/2023	China	Taiwan		Others	7/22/2023
hCoV-19/Yunnan/YNCDC-2252/2023	EPI_ISL_18166390	FY.3.1	8/7/2023	China	Yunnan		XBB.1.22.1*	8/7/2023
hCoV-19/Yunnan/YNCDC-2268/2023	EPI_ISL_18166383	FY.3.2	8/1/2023	China	Yunnan		XBB.1.22.1*	8/1/2023
hCoV-19/Yunnan/YNCDC-2327/2023	EPI_ISL_18166349	XBB.1.42.2	8/9/2023	China	Yunnan		Others	8/9/2023
hCoV-19/Yunnan/YNCDC-2324/2023	EPI_ISL_18166348	GE.1	8/3/2023	China	Yunnan		Others	8/3/2023
hCoV-19/Yunnan/YNCDC-2229/2023	EPI_ISL_18166346	FY.3.1	8/8/2023	China	Yunnan		XBB.1.22.1*	8/8/2023
hCoV-19/Yunnan/YNCDC-2311/2023	EPI_ISL_18166344	XBB.1.42.2	7/25/2023	China	Yunnan		Others	7/25/2023
hCoV-19/Yunnan/YNCDC-2322/2023	EPI_ISL_18166342	XBB.1.42.2	8/14/2023	China	Yunnan		Others	8/14/2023
hCoV-19/Yunnan/YNCDC-2275/2023	EPI_ISL_18166327	FU.1	8/2/2023	China	Yunnan		XBB.1.16*	8/2/2023
hCoV-19/Yunnan/YNCDC-2279/2023	EPI_ISL_18166317	XBB.1.42.2	8/2/2023	China	Yunnan		Others	8/2/2023
hCoV-19/Yunnan/YNCDC-2277/2023	EPI_ISL_18166300	GF.1	8/2/2023	China	Yunnan		XBB.1.5*	8/2/2023
hCoV-19/Yunnan/YNCDC-2278/2023	EPI_ISL_18166284	XBB.1.42.2	8/2/2023	China	Yunnan		Others	8/2/2023
hCoV-19/Yunnan/YNCDC-2335/2023	EPI_ISL_18166282	FL.2.3	8/4/2023	China	Yunnan		XBB.1.9.1*	8/4/2023
hCoV-19/Yunnan/YNCDC-2355/2023	EPI_ISL_18166275	FL.2.3	8/14/2023	China	Yunnan		XBB.1.9.1*	8/14/2023
hCoV-19/Yunnan/YNCDC-2413/2023	EPI_ISL_18166265	GE.1.4	8/17/2023	China	Yunnan		Others	8/17/2023
hCoV-19/Yunnan/YNCDC-2377/2023	EPI_ISL_18166264	FL.15.2	8/8/2023	China	Yunnan		XBB.1.9.1*	8/8/2023
hCoV-19/Yunnan/YNCDC-2358/2023	EPI_ISL_18166263	FL.2.3	8/19/2023	China	Yunnan		XBB.1.9.1*	8/19/2023
hCoV-19/Yunnan/YNCDC-2412/2023	EPI_ISL_18166243	XBB.2.3.5	8/16/2023	China	Yunnan		Others	8/16/2023
hCoV-19/Yunnan/YNCDC-2352/2023	EPI_ISL_18166221	XBB.1.22.1	8/15/2023	China	Yunnan		XBB.1.22.1*	8/15/2023
hCoV-19/Yunnan/YNCDC-2406/2023	EPI_ISL_18166218	FY.3.1	8/13/2023	China	Yunnan		XBB.1.22.1*	8/13/2023
hCoV-19/Sichuan/MYCDC-XGCX260/2023	EPI_ISL_18166167	FL.2	8/4/2023	China	Sichuan	Mianyang	XBB.1.9.1*	8/4/2023
hCoV-19/Sichuan/MYCDC-XGCX259/2023	EPI_ISL_18166166	FL.2	8/2/2023	China	Sichuan	Mianyang	XBB.1.9.1*	8/2/2023
hCoV-19/Sichuan/MYCDC-XGCX256/2023	EPI_ISL_18166164	GY.1	8/7/2023	China	Sichuan	Mianyang	XBB.1.16*	8/7/2023
hCoV-19/Gansu/GSTSCDC-082320/2023	EPI_ISL_18166142	FY.3	8/18/2023	China	Gansu	Tianshui	XBB.1.22.1*	8/18/2023
hCoV-19/Gansu/GSTSCDC-082317/2023	EPI_ISL_18166139	FL.2	8/17/2023	China	Gansu	Tianshui	XBB.1.9.1*	8/17/2023
hCoV-19/Gansu/GSTSCDC-082315/2023	EPI_ISL_18166137	EG.5.1.1	8/17/2023	China	Gansu	Tianshui	EG.5.1*	8/17/2023
hCoV-19/Gansu/GSTSCDC-082307/2023	EPI_ISL_18166129	FY.3	8/17/2023	China	Gansu	Tianshui	XBB.1.22.1*	8/17/2023
hCoV-19/Gansu/GSTSCDC-082306/2023	EPI_ISL_18166128	FL.2.3	8/17/2023	China	Gansu	Tianshui	XBB.1.9.1*	8/17/2023
hCoV-19/Gansu/GSTSCDC-082305/2023	EPI_ISL_18166127	FY.3	8/16/2023	China	Gansu	Tianshui	XBB.1.22.1*	8/16/2023
hCoV-19/Gansu/GSTSCDC-082303/2023	EPI_ISL_18166125	FL.2	8/16/2023	China	Gansu	Tianshui	XBB.1.9.1*	8/16/2023
hCoV-19/Gansu/GSTSCDC-082302/2023	EPI_ISL_18166124	XBB.1.5	8/16/2023	China	Gansu	Tianshui	XBB.1.5*	8/16/2023
hCoV-19/Gansu/BYCDC165/2023	EPI_ISL_18166119	HK.3	8/24/2023	China	Gansu	Baiyin	EG.5.1*	8/24/2023
hCoV-19/Xinjiang/XJCDCYL23096/2023	EPI_ISL_18161063	FL.24	8/2/2023	China	Xinjiang		XBB.1.9.1*	8/2/2023
