strain,lineage,country,province,date
EPI_ISL_17371247,DY.4,China,Shanghai,12/28/2022
EPI_ISL_17371245,DY.4,China,Shanghai,12/28/2022
EPI_ISL_17088741,BA.5.2.48,China,Others,12/28/2022
EPI_ISL_17086594,BF.7.14,China,Others,12/28/2022
EPI_ISL_17031565,BA.5.2.48,China,Hebei,12/28/2022
EPI_ISL_16967969,BF.7,China,Taiwan,12/28/2022
EPI_ISL_16853818,BF.7.14,China,Shanxi,12/28/2022
EPI_ISL_16750690,BN.1.2,China,Yunnan,12/28/2022
EPI_ISL_16702135,BF.7.14,China,Gansu,12/28/2022
EPI_ISL_16702104,BF.7.14,China,Gansu,12/28/2022
EPI_ISL_16698456,BA.5.2.48,China,Jiangsu,12/28/2022
EPI_ISL_16698271,BA.5.2.48,China,Others,12/28/2022
EPI_ISL_16698270,BA.5.2.48,China,Others,12/28/2022
EPI_ISL_16698193,BF.7.14,China,Others,12/28/2022
EPI_ISL_16641686,BA.5.2.48,China,Yunnan,12/28/2022
EPI_ISL_16641683,BF.7.14,China,Yunnan,12/28/2022
EPI_ISL_16641668,BA.5.2.48,China,Yunnan,12/28/2022
EPI_ISL_16641665,BA.5.2.48,China,Yunnan,12/28/2022
EPI_ISL_16635692,BF.7.14,China,Zhejiang,12/28/2022
EPI_ISL_16635180,BF.7.14,China,Others,12/28/2022
EPI_ISL_16634995,BA.5.2.48,China,Shanghai,12/28/2022
EPI_ISL_16610719,BA.5.2.48,China,Fujian,12/28/2022
EPI_ISL_16604742,BF.7.14,China,Others,12/28/2022
EPI_ISL_16604491,BA.5.1,China,Others,12/28/2022
EPI_ISL_16604430,BA.5.2.48,China,Others,12/28/2022
EPI_ISL_16597090,BF.7.14,China,Jiangxi,12/28/2022
EPI_ISL_16597088,BA.5.2.48,China,Jiangxi,12/28/2022
EPI_ISL_16597068,BF.7.14,China,Jiangxi,12/28/2022
EPI_ISL_16597066,BF.7.14,China,Jiangxi,12/28/2022
EPI_ISL_16597063,BA.5.2.48,China,Jiangxi,12/28/2022
EPI_ISL_16560932,BF.7.14,China,Yunnan,12/28/2022
EPI_ISL_16524104,BF.7.14,China,Hong Kong,12/28/2022
EPI_ISL_17490668,DY.1.1,China,Zhejiang,12/28/2022
EPI_ISL_17487764,BF.7.14,China,Hubei,12/29/2022
EPI_ISL_17185746,BF.7.14,China,Others,12/29/2022
EPI_ISL_17088764,BA.5.2.48,China,Others,12/29/2022
EPI_ISL_17086579,BF.7.14,China,Others,12/29/2022
EPI_ISL_17086551,BN.1.3,China,Others,12/29/2022
EPI_ISL_17025977,BA.5.2.48,China,Anhui,12/29/2022
EPI_ISL_16968098,BA.5.2.49,China,Anhui,12/29/2022
EPI_ISL_16750695,BF.7.14,China,Yunnan,12/29/2022
EPI_ISL_16713388,BA.5.2.49,China,Others,12/29/2022
EPI_ISL_16713268,BN.1.2,China,Others,12/29/2022
EPI_ISL_16713267,BN.1.2,China,Others,12/29/2022
EPI_ISL_16713257,BA.5.2.48,China,Others,12/29/2022
EPI_ISL_16713254,BA.5.2.49,China,Others,12/29/2022
EPI_ISL_16702198,BA.5.2,China,Gansu,12/29/2022
EPI_ISL_16702196,BA.5.2,China,Gansu,12/29/2022
EPI_ISL_16671015,BA.5.2.48,China,Jiangsu,12/29/2022
EPI_ISL_16635615,BA.5.2.48,China,Zhejiang,12/29/2022
EPI_ISL_16635201,BA.5.2.49,China,Others,12/29/2022
EPI_ISL_16635198,BF.7.14,China,Others,12/29/2022
EPI_ISL_16635194,BA.5.2.49,China,Others,12/29/2022
EPI_ISL_16635191,BA.5.2.49,China,Others,12/29/2022
EPI_ISL_16634935,BA.5.2.48,China,Shanghai,12/29/2022
EPI_ISL_16604918,BA.5.2.48,China,Others,12/29/2022
EPI_ISL_16604912,BA.5.2.48,China,Others,12/29/2022
EPI_ISL_16604910,BA.5.2.48,China,Others,12/29/2022
EPI_ISL_16598365,BA.5.2.49,China,Heilongjiang,12/29/2022
EPI_ISL_16598362,BA.5.2.49,China,Heilongjiang,12/29/2022
EPI_ISL_16524092,BN.1.3,China,Hong Kong,12/29/2022
EPI_ISL_18070663,DY.4,China,Others,12/30/2022
EPI_ISL_18070658,BF.7.14.1,China,Others,12/30/2022
EPI_ISL_17581727,BA.5.2.1,China,Hong Kong,12/30/2022
EPI_ISL_17492859,BF.7.14,China,Sichuan,12/30/2022
EPI_ISL_16968100,BA.5.2.49,China,Anhui,12/30/2022
EPI_ISL_16853831,BF.7.14,China,Shanxi,12/30/2022
EPI_ISL_16853830,BF.7.14,China,Shanxi,12/30/2022
EPI_ISL_16750702,BN.1.2,China,Yunnan,12/30/2022
EPI_ISL_16750687,BF.7.14,China,Yunnan,12/30/2022
EPI_ISL_16604598,BN.1.5,China,Others,12/30/2022
EPI_ISL_16598623,BF.7.14,China,Sichuan,12/30/2022
EPI_ISL_16598352,BF.7.14,China,Heilongjiang,12/30/2022
EPI_ISL_16524086,BN.1.4,China,Hong Kong,12/30/2022
EPI_ISL_16481870,BQ.1.1.5,China,Others,12/30/2022
EPI_ISL_16458319,BA.5.2,China,Gansu,12/30/2022
EPI_ISL_16390380,BF.7.14,China,Others,12/30/2022
EPI_ISL_16390379,BA.5.2.48,China,Others,12/30/2022
EPI_ISL_16390374,BA.5.2.48,China,Others,12/30/2022
EPI_ISL_16390372,BA.5.2.49,China,Others,12/30/2022
EPI_ISL_17809529,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805515,BF.7.14.4,China,Others,12/31/2022
EPI_ISL_17805513,BF.7.14.5,China,Others,12/31/2022
EPI_ISL_17805512,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805510,BF.7.14.1,China,Others,12/31/2022
EPI_ISL_17805507,BF.7.14.1,China,Others,12/31/2022
EPI_ISL_17805504,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805498,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805494,DY.1.1,China,Others,12/31/2022
EPI_ISL_17805492,DY.2,China,Others,12/31/2022
EPI_ISL_17805484,BF.7.14.5,China,Others,12/31/2022
EPI_ISL_17805481,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805479,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805474,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805473,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805472,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805467,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805462,BF.7.14.1,China,Others,12/31/2022
EPI_ISL_17805459,BF.7.14,China,Others,12/31/2022
EPI_ISL_17805447,DY.1.1,China,Others,12/31/2022
EPI_ISL_16899503,BA.5.2,China,Taiwan,12/31/2022
EPI_ISL_16757960,BF.7.14,China,Others,12/31/2022
EPI_ISL_16757952,BF.7.14,China,Others,12/31/2022
EPI_ISL_16750704,BA.5.2.48,China,Yunnan,12/31/2022
EPI_ISL_16750697,XBB.1,China,Yunnan,12/31/2022
EPI_ISL_16750696,XBB.1.2,China,Yunnan,12/31/2022
EPI_ISL_16709261,BA.5.2.48,China,Others,12/31/2022
EPI_ISL_16709260,BF.7.14,China,Others,12/31/2022
EPI_ISL_16635211,BF.7.14,China,Others,12/31/2022
EPI_ISL_16596954,BA.5.2.48,China,Jiangxi,12/31/2022
EPI_ISL_16390392,BA.5.2.48,China,Others,12/31/2022
EPI_ISL_16390390,BF.7.14,China,Others,12/31/2022
EPI_ISL_16390386,BA.5.2.48,China,Others,12/31/2022
EPI_ISL_17805525,DY.4,China,Others,1/1/2023
EPI_ISL_17805523,DY.4,China,Others,1/1/2023
EPI_ISL_17805519,DY.1,China,Others,1/1/2023
EPI_ISL_16970442,BF.7.14,China,Taiwan,1/1/2023
EPI_ISL_16970439,BA.5.2.48,China,Taiwan,1/1/2023
EPI_ISL_16740780,BF.7.14,China,Anhui,1/1/2023
EPI_ISL_16740774,BF.7.14,China,Anhui,1/1/2023
EPI_ISL_16713295,BA.5.2,China,Others,1/1/2023
EPI_ISL_16713279,BF.7.14,China,Others,1/1/2023
EPI_ISL_16713278,BA.5.2.48,China,Others,1/1/2023
EPI_ISL_16713275,BA.5.2.48,China,Others,1/1/2023
EPI_ISL_16712176,BA.5.2.48,China,Guangdong,1/1/2023
EPI_ISL_16698291,BA.5.2.48,China,Others,1/1/2023
EPI_ISL_16635973,BF.7.14,China,Shanghai,1/1/2023
EPI_ISL_16596953,BA.5.2.48,China,Jiangxi,1/1/2023
EPI_ISL_16596948,DY.4,China,Hubei,1/1/2023
EPI_ISL_17088825,BA.5.2.49,China,Others,1/2/2023
EPI_ISL_17088729,BA.5.2.48,China,Others,1/2/2023
EPI_ISL_17086553,BN.1.3,China,Others,1/2/2023
EPI_ISL_17031569,BA.5.2.48,China,Hebei,1/2/2023
EPI_ISL_16865484,BA.5.2,China,Henan,1/2/2023
EPI_ISL_16713306,BF.7.14,China,Others,1/2/2023
EPI_ISL_16713304,BF.7.14,China,Others,1/2/2023
EPI_ISL_16713303,BF.7.14,China,Others,1/2/2023
EPI_ISL_16713302,BA.5.2.48,China,Others,1/2/2023
EPI_ISL_16713298,BA.5.2.48,China,Others,1/2/2023
EPI_ISL_16713297,BA.5.2.49,China,Others,1/2/2023
EPI_ISL_16713296,BF.7.14,China,Others,1/2/2023
EPI_ISL_16713292,BF.7.14,China,Others,1/2/2023
EPI_ISL_16713291,BA.5.2.48,China,Others,1/2/2023
EPI_ISL_16713287,BA.5.2.49,China,Others,1/2/2023
EPI_ISL_16713281,BF.7.14,China,Others,1/2/2023
EPI_ISL_16646066,BA.5.2.48,China,Yunnan,1/2/2023
EPI_ISL_16646065,BA.5.2.48,China,Yunnan,1/2/2023
EPI_ISL_16635291,BA.5.2.48,China,Others,1/2/2023
EPI_ISL_16635212,BA.5.2.48,China,Others,1/2/2023
EPI_ISL_16608466,BA.5.2.49,China,Henan,1/2/2023
EPI_ISL_16596957,BA.5.2.48,China,Jiangxi,1/2/2023
EPI_ISL_16596951,BA.5.2.48,China,Jiangxi,1/2/2023
EPI_ISL_16573347,BA.5.2.48,China,Guangdong,1/2/2023
EPI_ISL_16561130,BF.7.14,China,Fujian,1/2/2023
EPI_ISL_16481869,BQ.1.1.32,China,Others,1/2/2023
EPI_ISL_18070687,BN.1.5,China,Others,1/3/2023
EPI_ISL_18070673,DY.4,China,Others,1/3/2023
EPI_ISL_17488683,DY.1.1,China,Fujian,1/3/2023
EPI_ISL_17088813,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_17086605,BF.7.14,China,Others,1/3/2023
EPI_ISL_17086587,BF.7.14,China,Others,1/3/2023
EPI_ISL_17031594,BA.5.2.49,China,Hebei,1/3/2023
EPI_ISL_17031571,BA.5.2.48,China,Hebei,1/3/2023
EPI_ISL_16947567,BF.7.14,China,Taiwan,1/3/2023
EPI_ISL_16947561,BA.5.2.48,China,Taiwan,1/3/2023
EPI_ISL_16849206,BA.5.2.49,China,Others,1/3/2023
EPI_ISL_16723890,BA.5.2.48,China,Taiwan,1/3/2023
EPI_ISL_16713425,BA.5.2.49,China,Others,1/3/2023
EPI_ISL_16713273,BN.1,China,Others,1/3/2023
EPI_ISL_16713271,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_16713270,BN.1.2,China,Others,1/3/2023
EPI_ISL_16711678,BF.7.14,China,Guangdong,1/3/2023
EPI_ISL_16709460,BF.7.14,China,Others,1/3/2023
EPI_ISL_16709456,BF.7.14,China,Others,1/3/2023
EPI_ISL_16709191,BA.5.2.48,China,Beijing,1/3/2023
EPI_ISL_16702063,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_16671022,BF.7.14,China,Jiangsu,1/3/2023
EPI_ISL_16646036,BF.7.14,China,Yunnan,1/3/2023
EPI_ISL_16646033,BA.5.2.48,China,Yunnan,1/3/2023
EPI_ISL_16646032,BA.5.2.48,China,Yunnan,1/3/2023
EPI_ISL_16635991,BA.5.2.48,China,Shanghai,1/3/2023
EPI_ISL_16635936,BA.5.2,China,Xinjiang,1/3/2023
EPI_ISL_16635934,BA.5.2,China,Xinjiang,1/3/2023
EPI_ISL_16635905,BA.5.2,China,Xinjiang,1/3/2023
EPI_ISL_16635857,BF.7.14,China,Xinjiang,1/3/2023
EPI_ISL_16635309,BF.7.14,China,Others,1/3/2023
EPI_ISL_16635306,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_16635305,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_16635304,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_16635303,BA.5.2.49,China,Others,1/3/2023
EPI_ISL_16635300,BA.5.2.49,China,Others,1/3/2023
EPI_ISL_16635294,BF.7.14,China,Others,1/3/2023
EPI_ISL_16635293,BF.7.14,China,Others,1/3/2023
EPI_ISL_16635292,BA.5.2,China,Others,1/3/2023
EPI_ISL_16614090,BF.7.14,China,Others,1/3/2023
EPI_ISL_16614086,BF.7.14,China,Others,1/3/2023
EPI_ISL_16598678,BF.7.14,China,Others,1/3/2023
EPI_ISL_16598675,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_16598671,BA.5.2.48,China,Others,1/3/2023
EPI_ISL_16597071,BF.7.14,China,Jiangxi,1/3/2023
EPI_ISL_16561148,BA.5.2.48,China,Fujian,1/3/2023
EPI_ISL_16561129,BA.5.2.48,China,Fujian,1/3/2023
EPI_ISL_16524124,CH.1.1.3,China,Hong Kong,1/3/2023
EPI_ISL_16524122,BQ.1.1,China,Hong Kong,1/3/2023
EPI_ISL_16524087,BF.7.14,China,Hong Kong,1/3/2023
EPI_ISL_17088727,BA.5.2.48,China,Others,1/4/2023
EPI_ISL_17031610,BF.7.14,China,Hebei,1/4/2023
EPI_ISL_16853833,BF.7.14,China,Shanxi,1/4/2023
EPI_ISL_16853795,BF.7.14,China,Shanxi,1/4/2023
EPI_ISL_16853778,BA.5.2.48,China,Shanxi,1/4/2023
EPI_ISL_16735404,BA.5.2.1,China,Taiwan,1/4/2023
EPI_ISL_16735402,BA.5.2.48,China,Taiwan,1/4/2023
EPI_ISL_16723893,BA.5.2.48,China,Taiwan,1/4/2023
EPI_ISL_16709202,BF.7.14,China,Beijing,1/4/2023
EPI_ISL_16709194,BA.5.1,China,Beijing,1/4/2023
EPI_ISL_16636001,BA.5.2.48,China,Shanghai,1/4/2023
EPI_ISL_16635993,BF.7.14,China,Shanghai,1/4/2023
EPI_ISL_16635992,BA.5.2.48,China,Shanghai,1/4/2023
EPI_ISL_16635988,DN.1,China,Shanghai,1/4/2023
EPI_ISL_16635987,BA.5.2.48,China,Shanghai,1/4/2023
EPI_ISL_16635985,BF.7.14,China,Shanghai,1/4/2023
EPI_ISL_16635982,BF.7.14,China,Shanghai,1/4/2023
EPI_ISL_16635981,BA.5.2.48,China,Shanghai,1/4/2023
EPI_ISL_16635979,BQ.1.2,China,Shanghai,1/4/2023
EPI_ISL_16635721,BQ.1.2,China,Zhejiang,1/4/2023
EPI_ISL_16635098,BA.5.2.49,China,Others,1/4/2023
EPI_ISL_16635082,BF.7.14,China,Others,1/4/2023
EPI_ISL_16604710,BA.5.2.48,China,Others,1/4/2023
EPI_ISL_16604702,BA.5.1,China,Others,1/4/2023
EPI_ISL_16604699,BA.5.2.48,China,Others,1/4/2023
EPI_ISL_16598677,BA.5.2.48,China,Others,1/4/2023
EPI_ISL_16524093,BN.1.3,China,Hong Kong,1/4/2023
EPI_ISL_17488908,DY.2,China,Shanghai,1/4/2023
EPI_ISL_17490659,BQ.1.1,China,Zhejiang,1/4/2023
EPI_ISL_17736137,DZ.1,China,Zhejiang,1/5/2023
EPI_ISL_17736104,DY.2,China,Zhejiang,1/5/2023
EPI_ISL_17736090,DY.4,China,Zhejiang,1/5/2023
EPI_ISL_17487747,BF.7.14,China,Hubei,1/5/2023
EPI_ISL_17487112,BF.7.14,China,Hubei,1/5/2023
EPI_ISL_17086591,BF.7.14,China,Others,1/5/2023
EPI_ISL_16853783,BF.7.14,China,Shanxi,1/5/2023
EPI_ISL_16735405,BF.7.14,China,Taiwan,1/5/2023
EPI_ISL_16723896,BA.5.2.48,China,Taiwan,1/5/2023
EPI_ISL_16723878,BA.5.2.48,China,Taiwan,1/5/2023
EPI_ISL_16723875,BA.5.2.48,China,Taiwan,1/5/2023
EPI_ISL_16702080,BA.5.2,China,Gansu,1/5/2023
EPI_ISL_16702069,BA.5.2,China,Gansu,1/5/2023
EPI_ISL_16702035,BA.5.2.48,China,Others,1/5/2023
EPI_ISL_16702033,BA.5.2.48,China,Others,1/5/2023
EPI_ISL_16671012,BA.5.2.48,China,Jiangsu,1/5/2023
EPI_ISL_16646075,BF.7.14,China,Yunnan,1/5/2023
EPI_ISL_16646073,BA.5.2.48,China,Yunnan,1/5/2023
EPI_ISL_16646057,BA.5.2.48,China,Yunnan,1/5/2023
EPI_ISL_16635748,BA.5.1,China,Zhejiang,1/5/2023
EPI_ISL_16635746,BA.5.1,China,Zhejiang,1/5/2023
EPI_ISL_16635732,BF.7.14,China,Zhejiang,1/5/2023
EPI_ISL_16635235,BF.7.14,China,Others,1/5/2023
EPI_ISL_16635234,BF.7.14,China,Others,1/5/2023
EPI_ISL_16635101,BF.7.14,China,Others,1/5/2023
EPI_ISL_16635096,BF.7.14,China,Others,1/5/2023
EPI_ISL_16635087,BA.5.2.48,China,Others,1/5/2023
EPI_ISL_16616879,BF.7.14,China,Hubei,1/5/2023
EPI_ISL_16604843,BA.5.2.48,China,Others,1/5/2023
EPI_ISL_16598376,BA.5.2.49,China,Heilongjiang,1/5/2023
EPI_ISL_16580259,BA.5.1,China,Zhejiang,1/5/2023
EPI_ISL_16580257,BA.5.1,China,Zhejiang,1/5/2023
EPI_ISL_16560935,BF.7.14,China,Yunnan,1/5/2023
EPI_ISL_16481853,BA.5.2.48,China,Others,1/5/2023
EPI_ISL_17490654,BA.5.2.49,China,Zhejiang,1/5/2023
EPI_ISL_17489576,DY.1.1,China,Fujian,1/6/2023
EPI_ISL_17489574,BF.7.14.1,China,Fujian,1/6/2023
EPI_ISL_16709029,BF.7.14,China,Others,1/6/2023
EPI_ISL_16702203,BA.5.2.48,China,Gansu,1/6/2023
EPI_ISL_16698400,BA.5.2.48,China,Jiangsu,1/6/2023
EPI_ISL_16635953,BA.5.2,China,Xinjiang,1/6/2023
EPI_ISL_16635238,BF.7.14,China,Others,1/6/2023
EPI_ISL_16597943,BA.5.2.48,China,Others,1/6/2023
EPI_ISL_16481856,BF.7.14,China,Others,1/6/2023
EPI_ISL_16481848,BA.5.2.49,China,Others,1/6/2023
EPI_ISL_17490644,BF.7.14,China,Zhejiang,1/6/2023
EPI_ISL_17490650,DY.1.1,China,Zhejiang,1/6/2023
EPI_ISL_17086554,BN.1.3,China,Others,1/7/2023
EPI_ISL_16750710,BA.5.2.48,China,Yunnan,1/7/2023
EPI_ISL_16750709,XBB.1,China,Yunnan,1/7/2023
EPI_ISL_16737889,BF.7.14,China,Sichuan,1/7/2023
EPI_ISL_16723884,BQ.1.1.4,China,Taiwan,1/7/2023
EPI_ISL_16723883,BQ.1.1.4,China,Taiwan,1/7/2023
EPI_ISL_16709501,BA.5.2.48,China,Others,1/7/2023
EPI_ISL_16670978,BA.5.2.48,China,Jiangsu,1/7/2023
EPI_ISL_16598626,BA.5.2.49,China,Anhui,1/7/2023
EPI_ISL_16597932,BF.7.14,China,Others,1/7/2023
EPI_ISL_17086612,BF.7.14,China,Others,1/8/2023
EPI_ISL_17086611,BF.7.14,China,Others,1/8/2023
EPI_ISL_16717104,BQ.1.1.14,China,Hong Kong,1/8/2023
EPI_ISL_16646081,BA.5.2.48,China,Yunnan,1/8/2023
EPI_ISL_16635115,BF.7.14,China,Others,1/8/2023
EPI_ISL_16635113,BF.7.14,China,Others,1/8/2023
EPI_ISL_16635112,BA.5.2.48,China,Others,1/8/2023
EPI_ISL_16635106,BA.5.2.48,China,Others,1/8/2023
EPI_ISL_16604872,BF.7.14,China,Others,1/8/2023
EPI_ISL_16597934,BF.7.14,China,Others,1/8/2023
EPI_ISL_16597931,BF.7.14,China,Others,1/8/2023
EPI_ISL_16573282,BF.7.14,China,Guangdong,1/8/2023
EPI_ISL_16546407,BA.5.2.48,China,Taiwan,1/8/2023
EPI_ISL_16524126,BQ.1.1.14,China,Hong Kong,1/8/2023
EPI_ISL_16596505,BF.7.14,China,Sichuan,1/8/2023
EPI_ISL_16596503,BF.7.14,China,Sichuan,1/8/2023
EPI_ISL_17487717,BF.7.14,China,Hubei,1/9/2023
EPI_ISL_17170825,BF.7.14,China,Guangdong,1/9/2023
EPI_ISL_17088816,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_17086600,BF.7.14,China,Others,1/9/2023
EPI_ISL_17031623,BA.5.2.49,China,Hebei,1/9/2023
EPI_ISL_16853836,BF.7.14,China,Shanxi,1/9/2023
EPI_ISL_16740807,BA.5.2.49,China,Anhui,1/9/2023
EPI_ISL_16709518,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16709497,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16709035,BF.7.14,China,Others,1/9/2023
EPI_ISL_16702221,BF.7.14,China,Gansu,1/9/2023
EPI_ISL_16702084,BA.5.2,China,Gansu,1/9/2023
EPI_ISL_16636230,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16636229,BF.7.14,China,Others,1/9/2023
EPI_ISL_16636225,BF.7.14,China,Others,1/9/2023
EPI_ISL_16636221,BF.7.14,China,Others,1/9/2023
EPI_ISL_16636220,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16636215,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16635809,BF.7.14,China,Zhejiang,1/9/2023
EPI_ISL_16635806,BF.7.14,China,Zhejiang,1/9/2023
EPI_ISL_16635797,BF.7.14,China,Zhejiang,1/9/2023
EPI_ISL_16635331,BA.5.2.49,China,Others,1/9/2023
EPI_ISL_16635329,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16635328,BA.5.2.49,China,Others,1/9/2023
EPI_ISL_16635327,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16635324,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16635323,BF.7.14,China,Others,1/9/2023
EPI_ISL_16598398,BA.5.2.48,China,Heilongjiang,1/9/2023
EPI_ISL_16597939,BF.7.14,China,Others,1/9/2023
EPI_ISL_16597937,BF.7.14,China,Others,1/9/2023
EPI_ISL_16597936,BF.7.14,China,Others,1/9/2023
EPI_ISL_16597929,BF.7.14,China,Others,1/9/2023
EPI_ISL_16597928,BA.5.2.48,China,Others,1/9/2023
EPI_ISL_16597927,BA.5.2.49,China,Others,1/9/2023
EPI_ISL_16597925,BF.7.14,China,Others,1/9/2023
EPI_ISL_16596489,DY.1,China,Sichuan,1/9/2023
EPI_ISL_16524131,BQ.1.1.14,China,Hong Kong,1/9/2023
EPI_ISL_17488311,BF.7.14.1,China,Zhejiang,1/9/2023
EPI_ISL_17488318,BF.7.14.1,China,Zhejiang,1/9/2023
EPI_ISL_17088847,BA.5.2.48,China,Others,1/10/2023
EPI_ISL_17088814,BA.5.2.48,China,Others,1/10/2023
EPI_ISL_16757932,BF.7.14,China,Others,1/10/2023
EPI_ISL_16711753,BF.7.14,China,Guangdong,1/10/2023
EPI_ISL_16709216,BF.7.14,China,Beijing,1/10/2023
EPI_ISL_16702214,BA.5.2,China,Gansu,1/10/2023
EPI_ISL_16702083,BA.5.2,China,Gansu,1/10/2023
EPI_ISL_16679353,BA.5.2.48,China,Anhui,1/10/2023
EPI_ISL_16670990,BA.5.2.48,China,Jiangsu,1/10/2023
EPI_ISL_16636237,BF.7.14,China,Others,1/10/2023
EPI_ISL_16636234,BA.5.2.48,China,Others,1/10/2023
EPI_ISL_16636233,BA.5.2.48,China,Others,1/10/2023
EPI_ISL_16635919,BA.5.2,China,Xinjiang,1/10/2023
EPI_ISL_16635874,BA.5.2.48,China,Xinjiang,1/10/2023
EPI_ISL_16635336,BA.5.2.48,China,Others,1/10/2023
EPI_ISL_16635125,BF.7.14,China,Others,1/10/2023
EPI_ISL_16611241,BA.5.2,China,Henan,1/10/2023
EPI_ISL_16598698,BA.5.2.48,China,Others,1/10/2023
EPI_ISL_16597944,BA.5.2.48,China,Others,1/10/2023
EPI_ISL_16596977,BF.7.14,China,Jiangxi,1/10/2023
EPI_ISL_17488285,BF.7.14.1,China,Zhejiang,1/10/2023
EPI_ISL_17489444,BF.7.14.1,China,Fujian,1/11/2023
EPI_ISL_17062069,BA.5.2,China,Henan,1/11/2023
EPI_ISL_16899506,BF.7.14,China,Taiwan,1/11/2023
EPI_ISL_16899505,BF.7.14,China,Taiwan,1/11/2023
EPI_ISL_16864318,BA.5.2.48,China,Taiwan,1/11/2023
EPI_ISL_16864316,BA.5.2.48,China,Taiwan,1/11/2023
EPI_ISL_16864315,BF.7.14,China,Taiwan,1/11/2023
EPI_ISL_16758072,BF.7.14,China,Others,1/11/2023
EPI_ISL_16758019,BA.5.2.49,China,Others,1/11/2023
EPI_ISL_16758009,BA.5.2.48,China,Others,1/11/2023
EPI_ISL_16740842,BA.5.2.49,China,Anhui,1/11/2023
EPI_ISL_16711814,BF.7.14,China,Guangdong,1/11/2023
EPI_ISL_16702143,BF.7.14,China,Gansu,1/11/2023
EPI_ISL_16698394,BA.5.2.48,China,Jiangsu,1/11/2023
EPI_ISL_16646087,BA.5.2.48,China,Yunnan,1/11/2023
EPI_ISL_16610738,BF.7.14,China,Fujian,1/11/2023
EPI_ISL_16604763,BF.7.14,China,Others,1/11/2023
EPI_ISL_16598718,BA.5.2.49,China,Others,1/11/2023
EPI_ISL_16598717,BA.5.2.48,China,Others,1/11/2023
EPI_ISL_16598699,BA.5.2.48,China,Others,1/11/2023
EPI_ISL_16598697,BA.5.2.49,China,Others,1/11/2023
EPI_ISL_16598696,BA.5.2.48,China,Others,1/11/2023
EPI_ISL_16598695,BF.7.14,China,Others,1/11/2023
EPI_ISL_16598693,BA.5.2.48,China,Others,1/11/2023
EPI_ISL_17495527,BF.7.14.1,China,Sichuan,1/12/2023
EPI_ISL_17492890,BF.7.14.1,China,Sichuan,1/12/2023
EPI_ISL_17489475,BF.7.14,China,Fujian,1/12/2023
EPI_ISL_17086621,BF.7.14,China,Others,1/12/2023
EPI_ISL_16899497,BF.7.14.1,China,Sichuan,1/12/2023
EPI_ISL_16899474,BF.7.14.1,China,Sichuan,1/12/2023
EPI_ISL_16702149,BF.7.14,China,Gansu,1/12/2023
EPI_ISL_16698393,BA.5.2.48,China,Jiangsu,1/12/2023
EPI_ISL_16636253,BA.5.2.48,China,Others,1/12/2023
EPI_ISL_16636251,BF.7.14,China,Others,1/12/2023
EPI_ISL_16635833,BF.7.14,China,Zhejiang,1/12/2023
EPI_ISL_16635344,BA.5.2.48,China,Others,1/12/2023
EPI_ISL_16610734,BF.7.14,China,Fujian,1/12/2023
EPI_ISL_16598721,BA.5.2.49,China,Others,1/12/2023
EPI_ISL_16598427,BA.5.2.48,China,Heilongjiang,1/12/2023
EPI_ISL_16597948,BA.5.2.48,China,Others,1/12/2023
EPI_ISL_18070702,BF.7.14.1,China,Others,1/13/2023
EPI_ISL_17185730,BF.7.14,China,Others,1/13/2023
EPI_ISL_16911652,BF.7.14,China,Shanxi,1/13/2023
EPI_ISL_16723113,BA.5.2.49,China,Others,1/13/2023
EPI_ISL_16698434,BA.5.2.48,China,Jiangsu,1/13/2023
EPI_ISL_16597049,DY.4,China,Jiangxi,1/13/2023
EPI_ISL_17488262,BQ.1,China,Zhejiang,1/13/2023
EPI_ISL_18320425,BN.1.3,China,Taiwan,1/14/2023
EPI_ISL_17489548,BF.7.14,China,Fujian,1/14/2023
EPI_ISL_16853361,BQ.1.23,China,Taiwan,1/14/2023
