strain,lineage,date,country,province
EPI_ISL_16641628_new,BA.5.2*,2022-12-02,China,Yunnan
EPI_ISL_16641618_new,BF.7.14*,2022-12-02,China,Yunnan
EPI_ISL_16635260_new,BA.5.2*,2022-12-02,China,Inner Mongolia
EPI_ISL_16635259_new,BA.5.2*,2022-12-02,China,Inner Mongolia
EPI_ISL_16635258_new,BA.5.2*,2022-12-02,China,Inner Mongolia
EPI_ISL_16635257_new,BA.5.2*,2022-12-02,China,Inner Mongolia
EPI_ISL_16635256_new,BA.5.2*,2022-12-02,China,Inner Mongolia
EPI_ISL_16635255_new,BF.7.14*,2022-12-02,China,Inner Mongolia
EPI_ISL_16635254_new,BF.7.14*,2022-12-02,China,Inner Mongolia
EPI_ISL_16635253_new,BF.7.14*,2022-12-02,China,Inner Mongolia
EPI_ISL_16634663_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634662_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634661_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634660_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634659_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634658_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634657_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634595_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634594_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634593_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634592_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634591_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634590_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634589_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634588_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634587_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634586_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634585_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634584_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634583_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634582_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634581_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634580_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634579_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634578_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634577_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634576_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634575_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634574_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634573_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634572_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634571_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634570_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634569_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634568_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634567_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634566_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634565_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634564_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634563_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634562_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634561_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634560_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634559_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634558_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634557_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634556_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634555_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634554_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634553_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634552_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634551_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634550_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634549_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634548_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634547_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634546_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634545_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634544_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634543_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634542_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634541_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634540_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634539_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634538_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634537_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634532_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634531_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634530_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634529_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634528_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634527_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634526_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634525_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634524_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634523_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634522_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634521_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634520_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634519_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634518_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634517_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634516_new,BF.7.14*,2022-12-02,China,Shanghai
EPI_ISL_16634515_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634514_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16634513_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16633874_new,BF.7.14*,2022-12-02,China,Anhui
EPI_ISL_16633873_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16633872_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16633871_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16633870_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16633869_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16633868_new,BF.7.14*,2022-12-02,China,Anhui
EPI_ISL_16633867_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16633866_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16617313_new,BA.5.2*,2022-12-02,China,Hubei
EPI_ISL_16617312_new,BA.5.2*,2022-12-02,China,Hubei
EPI_ISL_16617311_new,BA.5.2*,2022-12-02,China,Hubei
EPI_ISL_16617310_new,BA.5.2*,2022-12-02,China,Hubei
EPI_ISL_16617309_new,BA.5.2*,2022-12-02,China,Hubei
EPI_ISL_16617308_new,BA.5.2*,2022-12-02,China,Hubei
EPI_ISL_16617307_new,BA.5.2*,2022-12-02,China,Hubei
EPI_ISL_16617222_new,BF.7.14*,2022-12-02,China,Hubei
EPI_ISL_16617221_new,BF.7.14*,2022-12-02,China,Hubei
EPI_ISL_16614022_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16614021_new,BF.7.14*,2022-12-02,China,Jilin
EPI_ISL_16614020_new,BF.7.14*,2022-12-02,China,Jilin
EPI_ISL_16614019_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16614018_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16614017_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16614016_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16614015_new,BF.7.14*,2022-12-02,China,Jilin
EPI_ISL_16614014_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16614013_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16614012_new,BA.5.2*,2022-12-02,China,Jilin
EPI_ISL_16610667_new,BA.5.2*,2022-12-02,China,Fujian
EPI_ISL_16610666_new,BA.5.2*,2022-12-02,China,Fujian
EPI_ISL_16610665_new,BF.7.14*,2022-12-02,China,Fujian
EPI_ISL_16610664_new,BA.5.2*,2022-12-02,China,Fujian
EPI_ISL_16610663_new,BA.5.2*,2022-12-02,China,Fujian
EPI_ISL_16610662_new,BA.5.2*,2022-12-02,China,Fujian
EPI_ISL_16610661_new,BF.7.14*,2022-12-02,China,Fujian
EPI_ISL_16610660_new,BF.7.14*,2022-12-02,China,Fujian
EPI_ISL_16609785_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609784_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609783_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609782_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609781_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609780_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609779_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609778_new,BF.7.14*,2022-12-02,China,Anhui
EPI_ISL_16609777_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609776_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609775_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609774_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609773_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609772_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16609771_new,BA.5.2*,2022-12-02,China,Anhui
EPI_ISL_16597083_new,BA.5.2*,2022-12-02,China,Jiangxi
EPI_ISL_16597082_new,BA.5.2*,2022-12-02,China,Jiangxi
EPI_ISL_16597081_new,BA.5.2*,2022-12-02,China,Jiangxi
EPI_ISL_16327441_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16327440_new,BA.5.2*,2022-12-02,China,Shanghai
EPI_ISL_16306930_new,BF.7.14*,2022-12-02,China,Sichuan
EPI_ISL_16306929_new,BA.5.2*,2022-12-02,China,Sichuan
EPI_ISL_16306928_new,BF.7.14*,2022-12-02,China,Sichuan
EPI_ISL_16306927_new,BA.5.2*,2022-12-02,China,Sichuan
EPI_ISL_16306926_new,BA.5.2*,2022-12-02,China,Sichuan
EPI_ISL_16298560_new,BA.5.2*,2022-12-02,China,Taiwan
EPI_ISL_16077189_new,BA.2.75*,2022-12-02,China,Hong Kong
EPI_ISL_16077188_new,Others,2022-12-02,China,Hong Kong
EPI_ISL_16077187_new,Others,2022-12-02,China,Hong Kong
EPI_ISL_16077186_new,Others,2022-12-02,China,Hong Kong
EPI_ISL_16077185_new,BA.2.75*,2022-12-02,China,Hong Kong
EPI_ISL_17492924_new,BF.7.14*,2022-12-02,China,Sichuan
EPI_ISL_17492925_new,BA.5.2*,2022-12-02,China,Sichuan
EPI_ISL_17492926_new,BF.7.14*,2022-12-02,China,Sichuan
EPI_ISL_17492927_new,BA.5.2*,2022-12-02,China,Sichuan
EPI_ISL_17492928_new,BA.5.2*,2022-12-02,China,Sichuan
EPI_ISL_18070605_new,BF.7.14*,2022-12-03,China,Shandong
EPI_ISL_18070604_new,BF.7.14*,2022-12-03,China,Shandong
EPI_ISL_18070603_new,BF.7.14*,2022-12-03,China,Shandong
EPI_ISL_17581922_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_17581921_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_17581920_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_17581661_new,BA.5.2*,2022-12-03,China,Hong Kong
EPI_ISL_17581660_new,BA.5.2*,2022-12-03,China,Hong Kong
EPI_ISL_17581659_new,BA.5.2*,2022-12-03,China,Hong Kong
EPI_ISL_17487702_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487701_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487700_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487692_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487691_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487690_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487689_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487688_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487140_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17487139_new,BF.7.14*,2022-12-03,China,Hubei
EPI_ISL_17487138_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_17088857_new,BA.5.2*,2022-12-03,China,Guangxi
EPI_ISL_17088809_new,BA.5.2*,2022-12-03,China,Guangxi
EPI_ISL_17088722_new,BF.7.14*,2022-12-03,China,Guangxi
EPI_ISL_17088679_new,BF.7.14*,2022-12-03,China,Guangxi
EPI_ISL_17086550_new,BA.2.75*,2022-12-03,China,Guangxi
EPI_ISL_17086548_new,BA.2.75*,2022-12-03,China,Guangxi
EPI_ISL_16750668_new,BA.2.75*,2022-12-03,China,Yunnan
EPI_ISL_16723104_new,BA.5.2*,2022-12-03,China,Qinghai
EPI_ISL_16723103_new,BA.5.2*,2022-12-03,China,Qinghai
EPI_ISL_16723102_new,BA.5.2*,2022-12-03,China,Qinghai
EPI_ISL_16711825_new,BA.5.2*,2022-12-03,China,Guangdong
EPI_ISL_16709251_new,BF.7.14*,2022-12-03,China,Shaanxi
EPI_ISL_16641626_new,BA.2.75*,2022-12-03,China,Yunnan
EPI_ISL_16641625_new,BA.5.2*,2022-12-03,China,Yunnan
EPI_ISL_16641624_new,BA.5.2*,2022-12-03,China,Yunnan
EPI_ISL_16641623_new,BA.5.2*,2022-12-03,China,Yunnan
EPI_ISL_16641622_new,BA.2.75*,2022-12-03,China,Yunnan
EPI_ISL_16641621_new,BA.2.75*,2022-12-03,China,Yunnan
EPI_ISL_16641620_new,BA.5.2*,2022-12-03,China,Yunnan
EPI_ISL_16641619_new,BA.5.2*,2022-12-03,China,Yunnan
EPI_ISL_16635426_new,BA.5.2*,2022-12-03,China,Zhejiang
EPI_ISL_16635418_new,BA.5.2*,2022-12-03,China,Zhejiang
EPI_ISL_16635417_new,BA.5.2*,2022-12-03,China,Zhejiang
EPI_ISL_16635267_new,BA.5.2*,2022-12-03,China,Inner Mongolia
EPI_ISL_16635264_new,BA.5.2*,2022-12-03,China,Inner Mongolia
EPI_ISL_16635261_new,BA.5.2*,2022-12-03,China,Inner Mongolia
EPI_ISL_16634703_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634702_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634693_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634692_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634691_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634690_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634689_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634688_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634687_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634686_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634684_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634683_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634682_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634681_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634680_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634679_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634678_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634677_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634676_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634675_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634674_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634673_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634672_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634671_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634670_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634669_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634668_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634667_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634666_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634665_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634664_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634656_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634655_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634654_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634653_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634652_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634651_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634650_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634649_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634648_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634647_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634646_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634645_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634644_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634643_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634642_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634641_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634640_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634639_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634638_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634637_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634636_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634635_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634634_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634633_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634632_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634631_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634630_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634629_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634628_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634627_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634626_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634625_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634624_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634623_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634622_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634621_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634620_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634619_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634618_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634617_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634616_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634615_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634614_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634613_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634612_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634611_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634610_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634609_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634608_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634607_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634606_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634605_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634604_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634603_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634602_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634601_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634600_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634599_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634598_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16634597_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16634596_new,BF.7.14*,2022-12-03,China,Shanghai
EPI_ISL_16617340_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617206_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617205_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617204_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617203_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617202_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617198_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617197_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617196_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16617122_new,BF.7.14*,2022-12-03,China,Hubei
EPI_ISL_16617121_new,BA.5.2*,2022-12-03,China,Hubei
EPI_ISL_16604349_new,BF.7.14*,2022-12-03,China,Shandong
EPI_ISL_16597086_new,BF.7.14*,2022-12-03,China,Jiangxi
EPI_ISL_16597085_new,BA.5.2*,2022-12-03,China,Jiangxi
EPI_ISL_16597084_new,BA.5.2*,2022-12-03,China,Jiangxi
EPI_ISL_16376746_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_16327496_new,Others,2022-12-03,China,Shanghai
EPI_ISL_16327478_new,BA.2.75*,2022-12-03,China,Shanghai
EPI_ISL_16327410_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16327409_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16327407_new,BA.5.2*,2022-12-03,China,Shanghai
EPI_ISL_16283977_new,BA.5.2*,2022-12-03,China,Fujian
EPI_ISL_16077196_new,BA.2.75*,2022-12-03,China,Hong Kong
EPI_ISL_16077195_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_16077194_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_16077193_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_16077192_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_16077191_new,Others,2022-12-03,China,Hong Kong
EPI_ISL_16077190_new,BA.2.75*,2022-12-03,China,Hong Kong
EPI_ISL_17581924_new,Others,2022-12-04,China,Hong Kong
EPI_ISL_17581665_new,BA.5.2*,2022-12-04,China,Hong Kong
EPI_ISL_17581664_new,BA.5.2*,2022-12-04,China,Hong Kong
EPI_ISL_17581663_new,BA.5.2*,2022-12-04,China,Hong Kong
EPI_ISL_17581662_new,BA.5.2*,2022-12-04,China,Hong Kong
EPI_ISL_17581282_new,BA.5.2*,2022-12-04,China,Hong Kong
EPI_ISL_17489523_new,BA.5.2*,2022-12-04,China,Fujian
EPI_ISL_17489522_new,BF.7.14*,2022-12-04,China,Fujian
EPI_ISL_17489521_new,BF.7.14*,2022-12-04,China,Fujian
EPI_ISL_17489520_new,BF.7.14*,2022-12-04,China,Fujian
EPI_ISL_17489519_new,BF.7.14*,2022-12-04,China,Fujian
EPI_ISL_17489518_new,BF.7.14*,2022-12-04,China,Fujian
EPI_ISL_17489517_new,BF.7.14*,2022-12-04,China,Fujian
EPI_ISL_17489516_new,BA.5.2*,2022-12-04,China,Fujian
EPI_ISL_17487136_new,BF.7.14*,2022-12-04,China,Hubei
EPI_ISL_17487134_new,BA.5.2*,2022-12-04,China,Hubei
EPI_ISL_17088807_new,BA.5.2*,2022-12-04,China,Guangxi
EPI_ISL_17031536_new,BF.7.14*,2022-12-04,China,Hebei
EPI_ISL_16723011_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712153_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712119_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712117_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712114_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712111_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712103_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712091_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712087_new,BF.7.14*,2022-12-04,China,Guangdong
EPI_ISL_16712048_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712041_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712038_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16712020_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711992_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711986_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711974_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711944_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711905_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711903_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711889_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711878_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16711875_new,BA.5.2*,2022-12-04,China,Guangdong
EPI_ISL_16635425_new,BF.7.14*,2022-12-04,China,Zhejiang
EPI_ISL_16635424_new,BF.7.14*,2022-12-04,China,Zhejiang
EPI_ISL_16635423_new,BF.7.14*,2022-12-04,China,Zhejiang
EPI_ISL_16635422_new,BF.7.14*,2022-12-04,China,Zhejiang
