"strain","date","country","merged_lineage","date_num"
"EPI_ISL_16712222","2022-12-29","China","BA.5.2*",19355
"EPI_ISL_16712221","2023-01-10","China","BA.5.2*",19367
"EPI_ISL_16712220","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712219","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712218","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712217","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712216","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712215","2023-01-11","China","BA.5.2*",19368
"EPI_ISL_16712214","2023-01-02","China","BF.7.14*",19359
"EPI_ISL_16712213","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712212","2023-01-04","China","BA.5.2*",19361
"EPI_ISL_16712211","2023-01-04","China","BA.5.2*",19361
"EPI_ISL_16712210","2023-01-11","China","BA.5.2*",19368
"EPI_ISL_16712209","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712208","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712207","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712206","2023-01-04","China","BA.5.2*",19361
"EPI_ISL_16712205","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712204","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712203","2023-01-04","China","BA.5.2*",19361
"EPI_ISL_16712202","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712201","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712200","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16712199","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712198","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712197","2023-01-02","China","BA.5.2*",19359
"EPI_ISL_16712196","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712195","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712194","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712193","2023-01-13","China","BF.7.14*",19370
"EPI_ISL_16712192","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712191","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712190","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712189","2023-01-08","China","BA.5.2*",19365
"EPI_ISL_16712188","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712187","2022-12-31","China","BA.5.2*",19357
"EPI_ISL_16712186","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16712185","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712184","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712183","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712182","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712181","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712180","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16712179","2023-01-15","China","BA.5.2*",19372
"EPI_ISL_16712178","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712177","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712176","2023-01-01","China","BA.5.2*",19358
"EPI_ISL_16712175","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712174","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712173","2023-01-12","China","BA.5.2*",19369
"EPI_ISL_16712172","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712171","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712170","2022-12-18","China","BA.5.2*",19344
"EPI_ISL_16712169","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712168","2023-01-01","China","BA.5.2*",19358
"EPI_ISL_16712167","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712166","2022-12-25","China","BA.5.2*",19351
"EPI_ISL_16712165","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16712164","2023-01-13","China","BF.7.14*",19370
"EPI_ISL_16712163","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712162","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712161","2023-01-11","China","BA.5.2*",19368
"EPI_ISL_16712160","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712159","2023-01-17","China","BF.7.14*",19374
"EPI_ISL_16712158","2023-01-01","China","BA.5.2*",19358
"EPI_ISL_16712157","2022-12-12","China","BA.5.2*",19338
"EPI_ISL_16712156","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712155","2023-01-13","China","BA.5.2*",19370
"EPI_ISL_16712154","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712153","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712152","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712151","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712150","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712149","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712148","2023-01-17","China","BA.2.75*",19374
"EPI_ISL_16712147","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712146","2023-01-13","China","BA.5.2*",19370
"EPI_ISL_16712145","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712144","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712143","2023-01-01","China","BA.5.2*",19358
"EPI_ISL_16712142","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16712141","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712140","2023-01-05","China","BA.5.2*",19362
"EPI_ISL_16712139","2023-01-15","China","BA.5.2*",19372
"EPI_ISL_16712138","2022-12-27","China","BF.7.14*",19353
"EPI_ISL_16712137","2022-12-21","China","BF.7.14*",19347
"EPI_ISL_16712136","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712135","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712134","2022-12-04","China","BF.7.14*",19330
"EPI_ISL_16712133","2023-01-16","China","BA.5.2*",19373
"EPI_ISL_16712132","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712131","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16712130","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712129","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16712128","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712127","2023-01-03","China","BA.5.2*",19360
"EPI_ISL_16712126","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712125","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16712124","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712123","2023-01-13","China","BA.5.2*",19370
"EPI_ISL_16712122","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16712121","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712120","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712119","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712118","2022-12-18","China","BA.5.2*",19344
"EPI_ISL_16712117","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712116","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712115","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712114","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712113","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16712112","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712111","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712110","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712109","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712108","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712107","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712106","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712105","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712104","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712103","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712102","2022-12-04","China","BF.7.14*",19330
"EPI_ISL_16712101","2023-01-12","China","BA.5.2*",19369
"EPI_ISL_16712100","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16712099","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16712098","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712097","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712096","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16712095","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16712094","2023-01-13","China","BA.5.2*",19370
"EPI_ISL_16712093","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16712092","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712091","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712090","2023-01-04","China","BA.5.2*",19361
"EPI_ISL_16712089","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712088","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712087","2022-12-04","China","BF.7.14*",19330
"EPI_ISL_16712086","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712085","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712084","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712083","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16712082","2022-12-29","China","BF.7.14*",19355
"EPI_ISL_16712081","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16712080","2022-12-02","China","BA.5.2*",19328
"EPI_ISL_16712079","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712078","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16712077","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712076","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16712075","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712074","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16712073","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712072","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712071","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712070","2023-01-03","China","BA.5.2*",19360
"EPI_ISL_16712069","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16712068","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712067","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712066","2022-12-16","China","BA.5.2*",19342
"EPI_ISL_16712065","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16712064","2023-01-04","China","BA.5.2*",19361
"EPI_ISL_16712063","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712062","2022-12-24","China","BA.5.2*",19350
"EPI_ISL_16712061","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16712060","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712059","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712058","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712057","2022-12-06","China","BA.5.2*",19332
"EPI_ISL_16712056","2022-12-06","China","BA.5.2*",19332
"EPI_ISL_16712055","2022-12-23","China","BF.7.14*",19349
"EPI_ISL_16712054","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_16712053","2022-12-25","China","BA.5.2*",19351
"EPI_ISL_16712052","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712051","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712050","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712049","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712048","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712047","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712046","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16712045","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16712044","2022-12-25","China","BF.7.14*",19351
"EPI_ISL_16712043","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16712042","2022-12-15","China","BA.5.2*",19341
"EPI_ISL_16712041","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712040","2022-12-02","China","BA.5.2*",19328
"EPI_ISL_16712039","2022-12-13","China","BA.5.2*",19339
"EPI_ISL_16712038","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712037","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16712036","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16712035","2022-12-12","China","BA.5.2*",19338
"EPI_ISL_16712034","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712033","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712032","2022-12-06","China","BA.5.2*",19332
"EPI_ISL_16712031","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712030","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16712029","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_16712028","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16712027","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712026","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16712025","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712024","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16712023","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712022","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712021","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712020","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712019","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712018","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16712017","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712016","2022-12-21","China","BF.7.14*",19347
"EPI_ISL_16712015","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712014","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712013","2022-12-24","China","BA.5.2*",19350
"EPI_ISL_16712012","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16712011","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16712010","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712009","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16712008","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16712007","2022-12-06","China","BA.5.2*",19332
"EPI_ISL_16712006","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16712005","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16712004","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16712003","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16712002","2022-12-18","China","BA.5.2*",19344
"EPI_ISL_16712001","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16712000","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711999","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711998","2022-12-15","China","BA.5.2*",19341
"EPI_ISL_16711997","2022-12-02","China","BA.5.2*",19328
"EPI_ISL_16711996","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16711995","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711994","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16711993","2022-12-02","China","BA.5.2*",19328
"EPI_ISL_16711992","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711991","2022-12-13","China","BF.7.14*",19339
"EPI_ISL_16711990","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_16711989","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711988","2023-01-17","China","BA.5.2*",19374
"EPI_ISL_16711987","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711986","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711985","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16711984","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16711983","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711982","2022-12-02","China","BA.5.2*",19328
"EPI_ISL_16711981","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711980","2022-12-29","China","BA.5.2*",19355
"EPI_ISL_16711979","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16711978","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711977","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711976","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711975","2022-12-03","China","BA.5.2*",19329
"EPI_ISL_16711974","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711973","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711972","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711971","2022-12-14","China","BA.5.2*",19340
"EPI_ISL_16711970","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711969","2022-12-18","China","BA.5.2*",19344
"EPI_ISL_16711968","2022-12-15","China","BA.5.2*",19341
"EPI_ISL_16711967","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711966","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711965","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711964","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711963","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711962","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16711961","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16711960","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711959","2022-12-06","China","BA.5.2*",19332
"EPI_ISL_16711958","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711957","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711956","2022-12-24","China","BA.5.2*",19350
"EPI_ISL_16711955","2022-12-17","China","BA.5.2*",19343
"EPI_ISL_16711954","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16711953","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711952","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711951","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16711950","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711949","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711948","2022-12-07","China","BA.2.75*",19333
"EPI_ISL_16711947","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711946","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711945","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711944","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711943","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711942","2022-12-15","China","BA.5.2*",19341
"EPI_ISL_16711941","2022-12-12","China","BA.5.2*",19338
"EPI_ISL_16711940","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711939","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711938","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711937","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16711936","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711935","2022-12-25","China","BA.5.2*",19351
"EPI_ISL_16711934","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711933","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16711932","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16711931","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16711930","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711929","2022-12-17","China","BA.5.2*",19343
"EPI_ISL_16711928","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711927","2023-01-04","China","BA.5.2*",19361
"EPI_ISL_16711926","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711925","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16711924","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711923","2022-12-19","China","BA.5.2*",19345
"EPI_ISL_16711922","2022-12-23","China","BA.5.2*",19349
"EPI_ISL_16711921","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16711920","2022-12-28","China","BA.5.2*",19354
"EPI_ISL_16711919","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711918","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711917","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16711916","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16711915","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711914","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711913","2023-01-05","China","BA.5.2*",19362
"EPI_ISL_16711912","2022-12-02","China","BF.7.14*",19328
"EPI_ISL_16711911","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711910","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16711909","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711908","2022-12-10","China","BA.5.2*",19336
"EPI_ISL_16711907","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711906","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711905","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711904","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711903","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711902","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711901","2022-12-24","China","BA.5.2*",19350
"EPI_ISL_16711900","2022-12-11","China","BA.5.2*",19337
"EPI_ISL_16711899","2022-12-03","China","BA.5.2*",19329
"EPI_ISL_16711898","2022-12-21","China","BF.7.14*",19347
"EPI_ISL_16711897","2022-12-15","China","BA.5.2*",19341
"EPI_ISL_16711896","2022-12-07","China","BA.5.2*",19333
"EPI_ISL_16711895","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711894","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711893","2022-12-24","China","BA.5.2*",19350
"EPI_ISL_16711892","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711891","2022-12-26","China","BA.5.2*",19352
"EPI_ISL_16711890","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711889","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711888","2022-12-15","China","BA.5.2*",19341
"EPI_ISL_16711887","2022-12-22","China","BA.5.2*",19348
"EPI_ISL_16711886","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711885","2022-12-27","China","BF.7.14*",19353
"EPI_ISL_16711884","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711883","2022-12-21","China","BF.7.14*",19347
"EPI_ISL_16711882","2022-12-02","China","BA.5.2*",19328
"EPI_ISL_16711881","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711880","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711879","2022-12-20","China","BA.5.2*",19346
"EPI_ISL_16711878","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711877","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711876","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711875","2022-12-04","China","BA.5.2*",19330
"EPI_ISL_16711874","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711873","2022-12-09","China","BA.5.2*",19335
"EPI_ISL_16711872","2022-12-01","China","BA.5.2*",19327
"EPI_ISL_16711871","2022-12-08","China","BA.5.2*",19334
"EPI_ISL_16711870","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711869","2022-12-02","China","BA.5.2*",19328
"EPI_ISL_16711867","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711866","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711865","2022-12-15","China","BA.5.2*",19341
"EPI_ISL_16711864","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711863","2022-12-13","China","BA.5.2*",19339
"EPI_ISL_16711862","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711861","2022-12-21","China","BF.7.14*",19347
"EPI_ISL_16711860","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711859","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711858","2022-12-25","China","BF.7.14*",19351
"EPI_ISL_16711857","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711856","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711855","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711854","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711853","2022-12-30","China","BA.5.2*",19356
"EPI_ISL_16711852","2022-12-25","China","BF.7.14*",19351
"EPI_ISL_16711851","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711850","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711849","2022-12-05","China","BA.5.2*",19331
"EPI_ISL_16711848","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711847","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711846","2022-12-21","China","BA.5.2*",19347
"EPI_ISL_16711845","2023-01-10","China","BA.5.2*",19367
"EPI_ISL_16711844","2022-12-27","China","BA.5.2*",19353
"EPI_ISL_16711843","2022-12-21","China","BA.5.2*",19347
